"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"ObsTime","StnPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp"
"01","1007.2","1008.7","2020/06/01 22:02:00","1004.6","2020/06/01 15:48:00","28.5","31.9","2020/06/01 12:45:00","26.1","2020/06/01 05:20:00","79","62","2020/06/01 12:45:00","1.4","274","9.1","285","2020/06/01 12:10:00","0.0"
"02","1006.0","1008.8","2020/06/02 00:14:00","1004.0","2020/06/02 16:28:00","28.0","30.4","2020/06/02 12:30:00","25.0","2020/06/02 02:11:00","79","69","2020/06/02 23:59:00","1.4","282","8.6","281","2020/06/02 13:21:00","0.0"
"03","1004.5","1006.2","2020/06/03 08:28:00","1002.1","2020/06/03 16:44:00","29.3","33.1","2020/06/03 14:07:00","26.3","2020/06/03 04:00:00","67","52","2020/06/03 13:35:00","1.1","232","8.7","292","2020/06/03 12:07:00","0.0"
"04","1004.0","1005.6","2020/06/04 09:55:00","1002.4","2020/06/04 03:17:00","29.5","33.4","2020/06/04 10:49:00","26.9","2020/06/04 02:40:00","66","52","2020/06/04 10:38:00","1.0","216","8.6","292","2020/06/04 13:53:00","0.0"
"05","1003.7","1005.4","2020/06/05 08:50:00","1001.8","2020/06/05 16:56:00","29.7","33.3","2020/06/05 10:39:00","27.6","2020/06/05 04:10:00","69","53","2020/06/05 09:54:00","1.1","200","8.3","293","2020/06/05 14:01:00","0.0"
"06","1002.8","1004.2","2020/06/07 00:00:00","1001.0","2020/06/06 03:54:00","29.8","33.6","2020/06/06 11:19:00","28.1","2020/06/06 05:20:00","68","57","2020/06/06 11:19:00","1.0","242","9.1","277","2020/06/06 14:04:00","0.0"
"07","1003.7","1004.8","2020/06/07 12:07:00","1002.3","2020/06/07 02:26:00","26.8","29.7","2020/06/07 10:45:00","24.0","2020/06/07 23:50:00","78","56","2020/06/07 04:18:00","0.6","180","6.5","281","2020/06/07 07:37:00","19.0"
"08","1004.7","1006.4","2020/06/08 17:24:00","1002.5","2020/06/08 02:56:00","25.1","26.7","2020/06/08 22:17:00","23.4","2020/06/08 15:31:00","85","64","2020/06/08 22:12:00","0.3","3","5.1","64","2020/06/08 18:34:00","12.5"
"09","1005.4","1006.3","2020/06/09 16:40:00","1003.9","2020/06/09 01:37:00","26.3","30.4","2020/06/09 14:53:00","23.2","2020/06/09 01:21:00","76","57","2020/06/09 14:53:00","0.6","62","9.8","275","2020/06/09 16:24:00","3.0"
