"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"ObsTime","StnPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp"
"01","990.8","992.8","2018/09/01 00:09:00","988.8","2018/09/01 15:31:00","28.2","33.0","2018/09/01 13:46:00","25.9","2018/09/01 05:31:00","81","58","2018/09/01 13:52:00","0.4","68","4.6","83","2018/09/01 14:57:00","0.0"
"02","988.2","990.3","2018/09/02 00:01:00","986.2","2018/09/02 15:31:00","29.0","33.4","2018/09/02 10:37:00","25.5","2018/09/02 05:46:00","77","54","2018/09/02 14:41:00","0.6","267","5.2","310","2018/09/02 13:03:00","0.0"
"03","986.5","988.4","2018/09/03 09:31:00","984.9","2018/09/03 14:54:00","29.3","33.7","2018/09/03 14:54:00","25.6","2018/09/03 04:41:00","72","48","2018/09/03 10:42:00","0.7","251","5.5","265","2018/09/03 14:54:00","0.0"
"04","985.5","987.4","2018/09/04 09:42:00","983.0","2018/09/04 15:01:00","30.2","35.8","2018/09/04 15:01:00","26.3","2018/09/04 01:54:00","72","48","2018/09/04 13:03:00","0.7","259","5.1","112","2018/09/04 11:09:00","0.0"
"05","986.1","987.7","2018/09/05 10:12:00","984.4","2018/09/05 15:44:00","29.2","34.5","2018/09/05 12:41:00","27.3","2018/09/05 14:11:00","80","57","2018/09/05 11:13:00","0.4","36","4.5","325","2018/09/05 13:26:00","1.0"
"06","986.3","987.7","2018/09/06 09:32:00","984.7","2018/09/06 15:23:00","28.7","33.3","2018/09/06 11:42:00","26.3","2018/09/06 06:01:00","81","57","2018/09/06 11:51:00","0.4","63","4.5","265","2018/09/06 16:02:00","1.5"
"07","987.0","989.1","2018/09/07 22:12:00","985.0","2018/09/07 16:02:00","28.5","33.4","2018/09/07 11:14:00","25.3","2018/09/07 21:33:00","81","57","2018/09/07 10:16:00","0.5","298","5.2","294","2018/09/07 12:55:00","0.5"
"08","988.3","989.9","2018/09/08 10:42:00","986.9","2018/09/08 14:11:00","27.9","32.8","2018/09/08 09:06:00","24.9","2018/09/08 04:23:00","81","63","2018/09/08 12:31:00","0.7","8","6.1","343","2018/09/08 10:49:00","0.0"
"09","989.1","990.9","2018/09/09 22:47:00","987.4","2018/09/09 15:01:00","26.6","30.6","2018/09/09 12:41:00","24.7","2018/09/09 22:25:00","80","64","2018/09/09 12:41:00","1.2","19","10.9","34","2018/09/09 13:57:00","0.0"
