"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"ObsTime","StnPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp"
"01","1005.5","1007.7","2020/05/01 09:00:00","1003.6","2020/05/01 16:35:00","24.7","29.6","2020/05/01 12:00:00","21.1","2020/05/01 03:19:00","71","42","2020/05/01 13:17:00","0.6","45","5.8","241","2020/05/01 13:27:00","0.0"
"02","1002.5","1004.5","2020/05/02 07:44:00","1000.7","2020/05/02 23:59:00","25.8","30.0","2020/05/02 11:56:00","23.1","2020/05/02 04:03:00","70","45","2020/05/02 11:57:00","1.1","255","7.3","272","2020/05/02 12:41:00","0.0"
"03","1001.0","1002.7","2020/05/03 22:26:00","999.2","2020/05/03 15:11:00","26.5","30.5","2020/05/03 15:29:00","23.8","2020/05/03 02:11:00","79","63","2020/05/03 14:32:00","2.6","253","14.0","261","2020/05/03 13:46:00","0.0"
"04","1002.8","1004.2","2020/05/04 21:47:00","1001.4","2020/05/04 03:16:00","27.1","30.9","2020/05/04 12:01:00","24.4","2020/05/04 05:48:00","78","63","2020/05/04 10:20:00","1.9","266","6.9","262","2020/05/04 13:44:00","0.0"
"05","1000.5","1003.3","2020/05/06 00:00:00","997.7","2020/05/05 17:44:00","28.0","31.2","2020/05/05 10:10:00","24.6","2020/05/05 05:48:00","73","53","2020/05/05 22:48:00","3.0","241","14.4","240","2020/05/05 22:23:00","0.0"
"06","1001.2","1003.4","2020/05/06 19:29:00","998.4","2020/05/06 03:40:00","27.5","31.6","2020/05/06 10:05:00","23.9","2020/05/06 23:55:00","72","51","2020/05/06 01:17:00","3.1","6","14.2","260","2020/05/06 02:16:00","0.0"
"07","1002.8","1004.2","2020/05/07 08:36:00","1001.2","2020/05/07 04:21:00","25.7","27.6","2020/05/07 10:21:00","22.8","2020/05/07 04:51:00","83","71","2020/05/07 10:36:00","1.2","296","8.7","355","2020/05/07 04:28:00","19.0"
"08","1001.9","1003.4","2020/05/08 07:53:00","1000.1","2020/05/08 16:08:00","27.6","31.2","2020/05/08 13:47:00","24.0","2020/05/08 04:48:00","77","64","2020/05/08 13:48:00","2.4","253","12.2","258","2020/05/08 14:01:00","0.0"
"09","1001.2","1002.4","2020/05/09 09:46:00","998.9","2020/05/09 16:54:00","28.6","31.8","2020/05/09 13:35:00","26.2","2020/05/09 02:34:00","73","58","2020/05/09 14:20:00","2.8","247","13.1","267","2020/05/09 13:12:00","0.0"
"10","1002.3","1004.3","2020/05/10 20:45:00","1000.4","2020/05/10 15:16:00","28.3","34.0","2020/05/10 11:02:00","26.2","2020/05/10 05:16:00","77","54","2020/05/10 10:42:00","1.3","185","8.5","293","2020/05/10 11:41:00","0.0"
"11","1003.1","1004.7","2020/05/11 08:16:00","1001.5","2020/05/11 16:28:00","25.9","29.3","2020/05/11 11:59:00","24.2","2020/05/11 23:11:00","83","70","2020/05/11 12:00:00","1.3","32","6.7","12","2020/05/11 13:18:00","0.0"
"12","1003.8","1005.2","2020/05/12 22:19:00","1001.9","2020/05/12 04:06:00","23.6","24.9","2020/05/12 02:42:00","22.2","2020/05/12 23:59:00","85","77","2020/05/12 18:48:00","1.4","48","7.4","76","2020/05/12 17:11:00","4.5"
"13","1005.1","1007.1","2020/05/13 09:59:00","1003.6","2020/05/13 02:27:00","26.3","30.7","2020/05/13 14:59:00","22.0","2020/05/13 01:00:00","62","41","2020/05/13 10:23:00","1.5","71","8.1","35","2020/05/13 10:28:00","0.0"
"14","1004.3","1006.0","2020/05/14 09:01:00","1002.5","2020/05/14 17:15:00","26.5","31.3","2020/05/14 10:28:00","23.6","2020/05/14 03:27:00","74","56","2020/05/14 10:28:00","1.3","264","7.5","273","2020/05/14 14:21:00","0.0"
"15","1002.1","1003.3","2020/05/16 00:00:00","1000.7","2020/05/15 16:11:00","27.7","31.3","2020/05/15 14:13:00","24.2","2020/05/15 05:12:00","72","58","2020/05/15 15:06:00","1.3","7","7.3","271","2020/05/15 15:25:00","0.0"
"16","1001.5","1003.3","2020/05/16 18:16:00","999.9","2020/05/16 16:26:00","27.3","31.4","2020/05/16 10:39:00","22.7","2020/05/16 18:27:00","77","62","2020/05/16 08:45:00","1.5","86","10.4","207","2020/05/16 18:15:00","12.0"
