,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,CanESM5,CMCC-ESM2,EC-Earth3,EC-Earth3-Veg,EC-Earth3-Veg-LR,FGOALS-g3,GFDL-ESM4,IITM-ESM,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,KIOST-ESM,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorESM2-LM,NorESM2-MM,TaiESM1
0,20.127,17.0549,22.6551,16.6593,20.6519,19.4183,13.6879,21.1827,20.8671,19.6096,16.4912,16.7385,12.1383,22.5385,18.9631,21.3852,19.424,23.0749,16.688,18.369,16.992,18.0733,21.3449,18.698
1,21.2771,15.5204,23.6189,19.6352,19.5963,20.4813,11.3439,19.5095,20.5641,20.3849,17.7904,18.6025,16.1243,20.5989,20.018,20.803,21.4275,21.9692,16.6494,17.6815,18.1149,18.5893,20.2582,17.8449
2,21.9143,15.4176,23.0871,20.5193,20.8386,21.1913,11.9655,17.9921,20.7122,19.8185,17.9631,19.2346,18.3112,21.7122,20.2869,19.8217,23.1269,22.1928,16.549,17.068,19.8864,19.0275,19.508,18.8523
3,22.5072,16.2056,23.1906,20.9852,21.7656,17.1494,14.8146,16.9023,19.0971,19.2045,19.2343,18.6255,20.3181,23.6021,21.4355,20.1381,22.1283,22.139,18.2189,17.8995,20.4716,20.4248,20.9562,20.3061
4,22.5054,19.0648,21.5036,21.3975,21.1325,16.1195,15.9286,18.1817,17.3984,18.3538,19.2561,19.1605,20.9739,24.1595,19.0569,21.5109,18.3048,24.017,19.3788,20.0684,20.3448,21.0341,21.2491,22.497
5,21.1842,21.2032,21.0771,18.4479,18.9917,16.2336,15.7812,19.4157,18.2105,18.5294,17.9243,18.0693,21.4374,21.6012,18.0766,21.925,16.4029,22.9066,20.2253,17.9357,20.3683,20.5036,23.0826,20.8682
6,17.2518,22.4814,21.7663,19.9304,19.8541,16.9757,16.8601,17.1556,19.6867,19.9446,17.0751,14.9428,21.6131,21.8568,18.4923,21.6313,14.7878,21.2366,18.1065,17.6302,19.9962,18.7337,20.4899,19.959
7,16.2649,22.4174,21.7302,21.9914,20.8918,15.6137,16.9404,18.4629,19.7804,20.7634,18.1753,16.5917,21.9596,23.9098,18.6395,21.6804,14.3217,21.5327,17.692,18.0965,21.2457,18.2375,15.2883,19.4744
8,16.8766,17.9582,21.3812,24.0619,19.9733,16.3492,17.104,19.161,20.2863,20.1553,19.9953,17.9872,17.2336,24.5035,19.7007,22.5434,14.7591,21.5971,19.0873,19.806,20.6507,18.3302,14.51,19.1772
9,16.2956,14.1688,23.7823,21.0195,19.2409,18.2322,16.6229,20.3925,21.2062,21.2194,19.7716,18.3217,15.1193,20.5838,20.5454,23.4955,16.1737,21.569,20.8508,21.4236,21.2632,18.8451,16.7659,18.3761
10,16.2394,14.6437,23.5003,22.7996,19.7648,19.0521,16.3988,20.9237,20.667,21.445,20.9657,17.1138,15.4751,18.3154,19.9818,19.2767,17.4195,20.2474,22.5112,21.9631,21.811,19.0108,19.2113,19.9259
11,19.4063,15.49,22.8792,24.3437,19.8067,20.9178,17.977,22.1111,21.4007,18.699,19.33,15.0843,17.8054,17.354,18.9663,18.3291,18.2973,17.8885,22.8337,21.6473,20.7887,19.691,17.5589,19.0297
12,19.2708,16.0394,23.1571,23.9393,17.9572,20.9205,19.0102,24.3586,17.9445,17.0529,17.5373,14.082,20.0935,17.9227,18.565,17.7532,18.9682,17.9162,23.1872,20.4998,22.3061,19.2245,15.6858,20.7255
13,15.962,18.1765,24.1142,22.2242,19.6147,20.5576,20.2585,21.3314,17.4367,18.2397,16.1376,14.6768,21.1724,19.5259,18.3247,17.3144,19.3653,19.8389,21.707,21.9079,21.0993,17.318,15.3681,20.9583
14,16.8764,21.0003,23.4938,19.5273,22.1032,19.3448,21.572,19.5138,17.5816,19.0749,15.6276,15.5352,17.3985,21.8816,19.178,16.2433,19.8576,17.49,19.8524,19.4987,21.8099,16.4239,16.1848,13.8677
15,19.3952,18.7198,23.0117,19.7979,23.586,17.048,20.7363,19.6117,18.0191,19.0834,15.383,15.8017,17.8798,20.9204,19.8492,16.999,16.1013,17.6162,16.6742,19.9696,23.3861,16.5046,16.0795,12.6698
16,21.0145,17.7237,22.4329,20.75,24.0412,16.6631,19.1489,19.3481,20.1789,18.4492,17.0553,16.526,18.5986,19.074,21.1238,18.6864,12.651,19.9594,14.8704,20.2222,23.3884,15.6968,16.7271,15.6899
17,18.1433,19.6542,20.1389,20.6765,22.1125,18.7981,18.2308,19.3773,17.7634,18.7668,16.9479,16.8875,19.4755,19.0787,22.2987,19.4948,13.042,19.2651,14.9208,20.9196,20.6487,14.4898,17.7396,18.3562
18,17.1314,22.3199,19.8404,17.6144,20.7831,19.1805,17.7431,18.8537,17.5379,19.6834,16.2749,17.0985,19.0557,19.5751,23.1076,19.7739,15.3945,18.4436,16.1982,19.3904,24.1387,13.6467,18.6092,21.4657
19,20.2875,23.7325,18.3311,16.0009,18.9335,19.73,18.4511,17.3071,17.4374,19.4569,17.0362,17.5833,17.9331,19.3731,21.6486,16.9114,16.0065,19.4569,16.6273,16.3406,21.6288,13.6982,18.769,21.3886
20,24.2557,21.8604,17.6333,18.4234,19.7178,19.2733,16.3388,16.0199,18.727,20.9927,17.5977,17.1313,19.0577,20.1091,18.9074,17.9648,16.458,19.9858,16.6269,17.5687,20.7939,13.9179,19.6988,23.8248
21,20.647,20.4544,19.4807,21.6178,23.0239,16.0653,16.6738,16.9226,20.1476,21.1443,16.8813,16.9736,20.6658,19.9999,20.2031,21.2535,16.0266,15.6653,16.3206,19.9109,19.2162,15.5772,19.1076,26.079
22,17.455,20.3511,22.0949,19.4357,21.4319,17.5743,17.0079,17.5641,21.3678,16.6009,18.4524,17.6683,20.8001,21.5865,21.1713,20.2536,15.9472,16.5663,15.373,21.3968,16.1027,18.4492,17.8661,21.353
23,18.8514,20.9721,23.7265,16.4158,17.7825,17.838,17.4156,17.9186,20.896,12.9569,17.8571,18.8248,21.3946,22.0149,23.3278,18.9279,15.8505,20.5113,15.9113,22.5417,15.3277,20.7183,18.2023,20.118
24,20.583,20.8349,22.7643,14.0678,16.5242,17.3059,15.7456,17.3212,21.7939,13.956,18.7632,19.6475,19.1779,23.4349,23.8842,23.0584,14.7074,21.5376,17.5271,21.579,16.2835,22.2095,19.4264,20.7905
25,20.8201,20.1672,21.9945,16.3828,14.686,15.3479,16.3617,18.7559,21.3304,17.8891,19.3998,16.1277,18.0035,21.1651,21.6058,21.566,15.4235,22.5747,16.2904,19.1549,16.8927,22.3232,22.9449,22.4073
26,17.8694,21.6372,20.4945,14.888,12.6108,15.8708,20.1216,19.792,17.4768,21.02,16.3486,14.1173,19.6876,19.4084,17.2139,23.4672,16.4455,21.5218,12.2652,18.4888,16.548,22.3271,19.3297,22.9992
27,17.2591,23.6399,21.051,12.7526,12.0868,16.7192,21.4926,22.2607,17.0481,22.5697,14.6144,16.4357,20.8901,21.0278,16.7721,20.6012,16.932,21.9206,12.3201,18.1243,18.344,22.9236,16.2736,23.1561
28,17.6552,20.7628,23.5466,13.1072,13.6898,17.5084,20.8264,20.7638,18.644,21.9032,15.4261,18.8409,20.0678,19.0716,17.7854,19.0671,16.8653,22.4882,16.2832,13.067,18.5834,23.2717,16.3473,23.6768
29,18.5429,16.9538,23.3247,14.1439,14.7621,18.699,22.0503,24.0777,21.9214,20.2696,16.7101,17.7447,18.3688,16.9007,18.4862,22.2505,17.0968,21.4182,19.0368,14.0048,20.1696,22.9048,17.1496,22.6481
30,20.5422,17.0782,23.4055,15.3428,15.3333,19.1811,20.9414,22.2744,22.3172,20.673,18.1749,17.5959,19.4594,16.9797,19.9879,18.2532,17.3893,20.2243,19.0009,17.0592,20.1926,21.0615,18.2925,19.1339
31,20.7671,17.1764,23.6912,15.1992,14.3306,19.0361,22.5163,24.049,21.0103,22.1851,17.9216,19.6567,20.0791,18.6711,20.5868,19.0949,19.0513,18.3731,18.1618,19.1117,20.8433,21.5242,19.3954,19.028
32,21.7055,14.9429,18.9737,16.9917,13.8616,19.2036,20.6728,19.5854,20.8909,22.1459,18.7559,19.8965,22.3056,18.7164,21.3302,23.0572,19.1971,17.1181,19.6037,20.7535,15.6481,23.069,21.3448,19.8268
33,22.3988,12.4526,19.5244,16.7613,13.6664,18.2942,19.2593,17.9742,19.2978,21.6583,18.5477,20.6464,22.9666,17.9326,22.0695,21.7946,19.4686,16.5807,20.6915,22.7382,13.2773,22.5128,22.6936,19.017
34,22.6421,12.4986,23.7224,17.4552,14.1483,16.139,19.4979,17.5212,18.4795,21.9826,18.1596,19.7739,20.87,18.6219,22.1053,20.4966,19.5112,15.236,18.7562,21.2872,15.2362,17.0139,17.5533,19.1802
35,22.884,14.232,26.0261,17.551,14.2324,16.5111,16.806,17.0418,18.1569,20.2454,20.2437,18.7502,21.9253,19.9531,18.5988,20.8827,18.6051,14.0419,15.7831,17.6299,19.1219,17.0019,14.4755,20.5695
36,23.3274,13.9889,25.9464,17.2586,16.0293,17.0137,15.5001,18.1648,18.8192,20.2493,21.187,17.683,20.8712,21.1719,17.7201,19.8169,16.7307,15.7901,16.3337,13.578,17.4969,19.185,13.947,21.6104
37,22.3303,13.4399,25.7166,17.8462,17.9852,18.687,17.9076,19.7332,20.5847,19.5478,19.2274,17.4562,17.4689,21.6771,17.8399,18.4759,16.9207,19.8893,19.2538,13.6262,12.8694,21.0616,14.7788,20.4728
38,18.5596,13.9918,21.1416,19.3342,17.2531,18.933,19.1346,17.4166,18.7416,16.4458,15.1112,17.5099,18.0674,21.1743,17.5526,21.7777,18.0641,18.9633,20.4516,16.5271,13.6207,21.7094,15.5861,17.7292
39,17.9344,15.6473,18.8861,15.151,16.7208,13.7586,20.7702,16.3142,15.8682,16.7082,17.157,18.6839,19.7176,21.6343,15.9602,19.2127,19.1688,19.3135,18.6843,20.0424,17.0108,21.3438,14.5459,17.8654
40,19.5478,17.8895,22.3081,15.9999,17.7457,12.0118,16.8372,18.8173,15.5043,18.519,18.5504,19.7869,24.2198,20.7309,16.2002,15.8519,19.3269,20.1998,17.9201,22.865,20.0194,17.4519,16.0299,18.7507
41,21.1669,21.1152,24.3401,18.3473,19.8937,12.0378,11.5414,19.948,11.629,18.26,20.3248,21.2106,23.4243,19.6994,18.4397,12.9561,18.0081,17.7583,17.8923,22.2295,19.391,13.7061,18.7154,18.4402
42,17.8843,22.3014,24.781,20.5634,19.7506,11.8476,11.821,20.1814,10.1982,15.0266,20.0481,16.9106,21.9517,20.6472,19.1175,16.4665,15.0527,18.0224,17.9567,19.6706,15.0311,13.3463,20.1779,21.1153
43,14.8274,22.7671,21.4929,21.1863,19.5957,13.4013,13.5661,20.6012,13.815,12.504,16.6106,10.6514,20.5013,20.1287,21.0921,14.7669,13.697,19.1985,19.2382,18.9114,13.0885,13.4389,16.6973,22.7722
44,15.3038,23.1393,18.8215,15.9572,20.5713,13.1298,16.666,22.2186,16.0282,12.7238,13.3366,12.8789,21.6167,20.2334,21.6591,14.3744,14.9246,21.4616,17.6732,20.0351,12.4474,14.2347,10.942,24.7454
45,17.3383,23.2566,20.6756,12.8006,20.0781,15.9285,18.832,19.8894,15.378,15.9501,11.4202,17.4257,21.9724,19.6957,19.8821,14.9494,17.2457,23.6331,17.3505,22.3126,11.7468,17.1283,13.2734,24.1895
46,18.7498,23.1163,23.4746,16.027,18.5869,17.6146,21.0852,21.331,16.2613,18.676,12.5115,18.5597,23.434,19.8593,18.9708,15.6228,18.2259,24.1721,19.0086,23.4459,11.3196,19.3024,16.4381,23.3498
47,20.2268,23.1985,23.556,17.6434,18.0202,17.9325,22.2233,21.9793,17.8627,21.7169,15.1404,18.0511,22.0276,20.4253,20.1687,15.7423,16.2013,23.0747,20.2014,19.2954,10.6124,20.3729,18.822,18.635
48,18.4457,23.9398,22.4815,17.0317,16.66,19.6545,22.8394,21.2852,18.6846,22.5955,16.678,19.3238,22.0698,21.8207,21.4997,14.9017,15.3233,20.2381,19.6639,17.3891,9.7466,19.7271,20.2238,19.9982
49,17.1891,24.1542,19.0588,17.659,16.4647,20.3639,25.3959,21.0448,20.5028,23.6796,17.6466,18.275,25.2866,22.4399,21.1458,17.4238,16.5436,18.6618,18.3781,18.5808,12.8173,19.4084,18.6201,21.8056
50,17.7199,25.4756,19.9172,19.4516,18.9649,19.095,25.8605,19.6228,21.4061,19.6477,19.131,15.0333,22.9758,22.3959,21.5619,16.0142,18.6699,17.2379,19.2503,20.6462,19.1228,19.9391,17.2443,21.9587
51,18.9072,23.0669,20.2247,18.2908,21.6944,17.4342,26.0946,22.4387,22.2622,17.4328,21.3938,15.3147,19.8931,23.0731,22.1422,16.2142,19.2793,15.9883,17.916,20.3268,20.3199,19.5913,18.9422,22.0732
52,21.3391,22.2293,21.0955,17.1369,22.522,19.4887,24.3908,26.1332,22.9454,19.3597,22.0802,17.8636,20.3207,22.8368,22.1355,18.678,20.4578,17.0319,16.2227,17.0295,19.3233,18.2221,20.5361,22.1447
53,22.1242,23.9917,24.5347,20.1357,23.5317,15.5191,24.1908,23.3547,23.5244,22.5419,22.212,18.8424,19.9732,23.2528,22.5207,19.1271,19.6381,18.8104,18.0949,17.436,17.5913,17.9532,22.366,22.3496
54,22.703,22.2845,24.9389,19.3645,20.394,14.8367,23.936,25.4579,23.3246,24.0797,22.403,18.0538,20.5567,22.7862,23.1859,18.5047,19.8068,21.0994,20.4984,19.6093,17.7074,15.3361,22.4271,18.685
55,23.2964,20.2846,24.2203,20.5984,18.1152,16.4236,22.6466,20.3338,18.9751,24.5567,22.4335,18.4345,23.9534,21.6252,22.9202,19.4334,19.5916,23.8366,19.4362,20.7637,18.5497,15.2729,23.0364,17.9137
56,22.9357,20.8837,22.7209,21.5352,15.9887,17.893,22.9407,18.9034,19.8228,25.1827,23.0161,19.3918,25.9106,21.735,22.8758,19.4929,19.2569,23.8883,19.421,21.8868,19.2844,17.0667,22.6327,17.9295
57,19.4662,20.9066,25.0626,22.7973,16.2489,19.6349,23.248,23.935,20.7857,25.9809,23.0728,20.654,25.2551,22.6298,23.8261,16.4043,19.7725,22.4369,20.7841,21.6712,19.8536,18.0144,22.4004,18.9272
58,18.4906,21.7695,24.0868,21.458,15.2712,17.7652,24.0416,24.2552,21.4591,23.1105,22.8505,21.32,25.0403,17.7975,22.5558,13.2062,20.5099,17.5417,21.6978,22.2717,20.3072,18.6197,21.4458,19.4464
59,18.743,21.936,25.7604,22.855,11.9724,19.4285,24.0132,24.587,23.5434,24.0527,18.3427,18.5724,23.5005,12.9986,22.0134,13.2513,20.6607,19.713,20.4445,23.4649,20.9347,18.49,21.0804,22.7775
60,18.7437,21.6944,24.9044,23.9818,10.9724,21.5384,22.0846,21.0444,19.5983,24.1622,17.6472,19.9942,26.3233,13.5427,23.8116,17.3037,19.8485,19.6948,20.8543,23.8736,20.7532,19.3477,22.3393,22.6398
61,18.4142,23.3819,22.1503,20.8737,13.4271,23.0459,21.4367,16.4586,17.4173,23.1605,20.2602,22.0069,25.6841,17.9008,26.0222,13.2426,19.3113,21.9768,21.3303,23.6225,19.3325,18.0201,21.155,20.5718
62,19.5888,19.2358,17.0202,19.2146,18.1014,22.5097,22.0283,17.6095,18.7166,22.7574,22.002,21.2377,20.0343,19.286,23.1024,15.0957,19.6703,22.5128,21.0826,23.7918,19.2062,16.0454,19.1275,20.552
63,22.3169,16.0272,16.0473,20.7992,19.2333,23.5111,22.2435,17.1325,18.8039,23.37,21.0714,21.3101,19.5093,19.7379,20.0776,16.4065,21.2795,21.9989,21.9014,23.7066,18.2436,17.7072,15.873,23.0219
64,24.0585,18.0316,18.8294,23.9569,17.8984,24.2296,23.4497,17.1994,20.192,23.8422,20.1961,18.797,20.2762,20.3746,19.1402,19.6774,22.245,21.9692,20.0876,23.9568,16.4364,18.9714,14.8494,24.6001
65,25.2114,19.8428,20.7212,21.3475,19.1239,21.6326,22.2355,18.8378,19.7254,21.5467,21.358,16.3355,22.5839,21.1822,19.1121,20.7154,22.0407,22.8431,16.8978,25.162,15.8105,19.5456,16.0406,20.0874
66,21.8637,21.4179,20.9061,15.4939,21.2773,20.3347,23.4942,20.9489,20.043,20.0675,22.3202,14.9182,23.184,22.5111,19.8138,19.8785,23.3451,20.8439,16.5911,26.0924,18.2851,16.8816,17.9914,19.2663
67,20.1362,20.766,19.9823,15.1603,22.4053,22.3312,22.0505,18.0485,23.1759,22.6826,19.0409,15.167,23.9877,23.6079,20.5768,20.7502,21.0245,20.7811,15.5728,25.1476,19.9631,17.1597,19.086,20.126
68,19.5851,21.0695,19.0379,17.0124,22.9885,22.3152,19.6343,19.9721,24.3841,25.2399,17.0435,16.7515,23.1541,24.2973,23.039,21.1015,21.5946,23.4779,16.4136,25.9916,21.2456,19.3284,20.9077,22.8405
69,17.6582,21.2871,20.7887,17.9768,23.4351,23.6372,18.2183,21.1651,23.553,23.6511,18.6075,19.1288,24.0829,24.261,22.776,22.6936,22.5108,23.8702,20.0378,23.4396,21.3192,20.9045,21.3476,22.4321
70,15.0966,23.5637,21.099,18.8159,23.7452,24.3466,19.0914,22.8846,24.2449,21.4577,19.6508,21.2675,25.3021,23.5978,23.7078,21.6718,22.6773,22.6344,23.8741,22.6099,21.4776,21.4365,21.2926,23.9266
71,15.7697,23.3628,21.5317,20.3439,22.1104,23.6426,21.9085,23.4072,23.3357,21.9502,18.0367,22.0672,25.8912,23.9818,24.0359,18.2849,23.7,21.2249,23.3435,22.9976,22.1154,20.99,18.226,24.1494
72,18.1598,23.6241,22.965,22.0852,22.5017,22.0654,22.6422,23.5704,22.5238,23.5985,18.6226,22.4535,24.0322,23.9267,24.7233,15.2312,23.7045,22.2147,23.5735,23.5216,21.2496,21.1756,18.7291,24.234
73,20.734,22.0486,23.5004,24.2476,23.3866,21.768,23.5028,18.0065,23.5785,24.8347,18.5485,23.187,24.8043,24.1791,24.7052,17.1833,24.4207,23.0924,21.2909,22.2017,21.5372,22.6435,20.0584,23.9955
74,21.7165,17.3672,23.4386,23.9699,22.0482,22.3576,20.1033,18.042,23.5871,23.5534,20.6251,23.6164,26.6784,25.7045,25.4288,21.2027,24.5472,21.468,20.1861,19.4939,21.9499,21.8291,21.0048,18.3113
75,22.6819,16.3398,24.0326,23.9512,21.6086,23.5495,16.3132,18.7769,23.4756,21.819,22.0817,23.0809,27.2368,25.4385,23.1904,21.3383,24.9304,20.3435,20.9817,18.6031,23.6608,20.8027,21.6817,19.5541
76,23.1589,18.0842,24.3974,23.1329,21.6812,24.4351,18.4906,19.3382,24.1239,23.019,20.2542,23.6832,26.9002,25.0738,17.1858,21.4829,24.5,19.6851,18.5755,21.3877,23.961,21.597,21.8711,21.002
77,23.7227,18.6554,21.1672,19.5204,20.4878,25.32,19.0836,21.3857,24.4499,24.1329,18.9859,23.9509,24.4274,25.2292,16.801,22.1057,21.7162,21.328,16.6611,23.4593,22.8109,23.2949,23.1065,22.619
78,24.0018,18.8202,21.6024,17.5413,15.341,24.3037,20.6569,23.3644,24.3426,25.0422,19.3229,23.9784,17.1937,25.4417,19.8531,22.9522,19.2657,22.3139,18.3868,24.0944,23.2696,23.8432,23.5095,21.4075
79,24.3507,20.7532,23.6799,18.0516,15.7088,17.773,20.7871,23.1918,25.0389,25.801,19.1265,21.697,17.9805,25.187,20.8323,24.6729,23.0994,22.1835,21.2415,22.8385,24.1195,24.3488,23.2735,16.8901
80,24.7651,21.9426,23.6708,19.1439,18.4016,17.5823,22.0618,21.4744,25.4709,25.0789,20.9234,19.532,21.2693,24.8243,23.495,25.1662,24.4217,22.0434,23.7236,21.974,23.6558,25.3078,24.3422,19.2631
81,21.3321,22.3288,23.4029,20.8338,20.9767,19.6184,22.6798,22.4089,23.5689,22.7902,21.3868,22.3773,23.1407,25.6393,25.5638,25.4496,25.2228,22.6328,21.5334,23.9768,24.0437,25.3131,19.7449,20.6957
82,18.9236,19.1443,20.8228,21.3077,21.576,20.5308,23.0733,24.4292,24.8431,21.8554,22.6687,22.4184,23.5943,20.1899,26.6298,25.4838,23.1006,23.7571,22.6846,25.5959,24.7435,25.1791,18.8316,23.5153
83,19.6653,19.1892,19.4011,21.7427,22.579,23.8001,24.0264,25.2327,26.8555,23.6683,23.0322,22.89,22.3159,19.1286,25.1765,24.3225,19.1845,24.3475,21.8861,26.1322,25.4427,25.5359,20.189,24.9514
84,20.8477,22.1536,21.8069,21.9592,23.5854,22.1265,22.4235,25.8963,26.8755,24.343,21.1685,24.2836,24.8117,20.1612,26.4447,23.2678,20.2491,24.1945,21.8667,26.6524,24.0133,25.2719,20.7649,25.7214
85,20.074,23.5836,21.5896,21.4417,21.4979,21.246,22.8225,25.7204,24.5101,23.2518,20.2048,23.9768,24.8021,21.5608,27.2388,22.9593,21.2651,21.8503,23.5337,26.4812,22.0002,24.7891,23.185,26.7967
86,17.112,23.7731,21.4279,19.4872,18.6485,23.1858,24.3391,24.8448,21.7446,24.8204,22.6031,22.2583,22.9012,23.9317,27.2987,24.1714,20.9427,21.857,24.2042,25.8597,21.2808,23.8464,23.0618,25.04
87,19.6032,23.4305,23.0101,20.7512,18.8851,24.9319,23.4133,24.5942,23.1661,25.916,21.3586,23.8886,24.0704,25.362,28.0558,23.3921,22.4533,23.0118,24.7415,21.9806,24.8397,24.848,22.4943,19.787
88,22.9779,23.2607,21.7865,23.442,20.9371,24.777,24.1489,22.7281,23.2825,26.7804,18.0489,22.3018,22.3432,26.3644,27.2373,23.5221,23.6113,24.0394,23.6586,19.8429,24.6637,25.5784,24.2285,20.5194
89,24.8286,24.1958,22.4608,23.608,23.4868,18.0674,24.6346,18.7187,23.7357,23.9871,20.9319,15.355,22.3725,23.4444,26.4448,23.9921,21.567,22.892,23.5606,21.7375,22.2335,26.1749,24.431,23.728
90,25.6478,25.3949,22.9628,23.9507,24.7494,17.9529,24.2365,19.484,24.9502,20.9755,23.0312,15.1408,23.8105,21.5796,26.9999,23.4271,23.0351,24.1395,24.9155,23.3231,22.5207,26.595,24.8286,24.4974
91,25.5795,25.35,24.1345,23.8258,25.685,21.1417,23.5989,21.5572,26.2078,22.7304,22.7273,20.0357,25.4967,21.745,27.4656,26.3219,23.7709,24.0515,24.4218,24.9265,22.1379,26.8602,25.2528,24.8416
92,25.494,25.7816,24.3584,19.7842,24.5854,21.7384,24.5646,21.92,26.4278,23.5167,23.3812,22.5747,26.3121,24.4515,27.3917,23.4533,24.0535,22.4116,24.4618,24.3487,23.0802,26.073,25.0588,24.448
93,26.3618,23.766,24.6322,18.9092,22.1098,20.9164,25.6187,23.4529,26.1076,23.7218,25.1248,23.5209,26.5991,25.0428,26.4613,25.0766,23.358,24.1809,24.0863,25.3511,21.77,26.5025,25.4405,24.3524
94,26.5354,21.9046,25.9616,21.6122,22.8219,19.0201,26.3715,22.6728,25.5264,25.4093,25.8484,23.3691,25.0346,24.3862,24.8652,25.8334,23.3042,25.4586,23.5665,25.8601,23.1393,27.2711,24.9759,23.6951
95,26.1252,23.0164,23.203,23.2877,25.3129,19.3484,25.8691,23.5842,26.0378,26.2312,25.3711,23.1375,22.472,25.1678,26.3469,25.2353,24.4019,20.3407,21.9103,26.4747,22.7635,26.5725,25.9686,23.2842
96,25.2181,24.6548,24.3593,24.2847,25.8522,19.3917,26.6434,25.1335,26.9928,25.2776,25.7748,23.5301,25.4204,26.0236,27.1239,23.945,24.5308,17.9973,23.7763,26.8034,20.2679,24.3265,23.5403,24.1653
97,25.9949,25.3845,25.448,24.6797,25.1405,22.3571,26.7571,25.0139,27.0452,24.3995,26.3393,21.8496,27.0066,25.3135,27.2053,23.5594,25.0435,20.411,25.6365,26.6017,21.7376,20.0414,24.1945,25.1663
98,24.4389,25.9482,25.8468,23.0154,20.8934,23.3657,25.364,23.3071,27.3574,25.0771,26.5789,21.841,26.3989,24.7879,24.9823,25.4598,25.477,21.5989,24.9803,26.171,21.4837,20.5379,26.0372,25.273
99,22.4764,26.0528,25.7599,24.4552,19.9668,24.1119,21.725,23.3548,27.1346,20.7338,27.1287,22.9343,26.6796,25.2682,26.6463,25.278,25.728,21.6888,24.7348,26.0842,19.3152,22.8411,25.6027,25.4486
100,22.3265,25.5595,25.5551,24.768,22.4479,24.6239,19.8346,24.4126,24.7484,21.4598,27.2934,25.1141,25.8756,24.7973,26.7609,26.0258,26.1282,22.6589,25.6813,25.0345,19.634,24.107,25.9899,26.1411
101,22.1428,24.7634,25.2133,24.1237,24.2459,25.1322,20.5497,26.0927,23.8433,25.5056,27.4708,25.2092,21.3532,23.9389,26.2779,26.3581,27.1057,24.2921,25.8353,25.9734,22.463,24.7175,24.9605,26.6638
102,23.7418,24.7138,23.1159,24.6156,24.5457,25.0657,22.691,26.2686,24.5287,26.1981,27.1712,26.3638,24.0629,24.492,26.273,21.1897,26.7703,22.7263,25.8712,25.2479,23.5083,24.0087,25.7063,26.3663
103,24.6846,25.084,22.4791,24.2919,24.8175,25.1825,24.8397,25.3783,24.5193,26.663,27.3391,25.0021,26.3206,25.4434,26.5704,21.0822,24.1235,22.4591,25.0744,25.8949,23.3063,22.467,22.9443,26.0613
104,25.5058,25.4953,22.3689,26.1753,25.1571,26.3643,24.7154,23.2243,25.6807,26.4091,27.5733,26.4968,26.7175,26.3572,25.8081,23.1964,22.5406,23.7958,24.9498,25.6232,22.654,22.8127,22.3852,25.8199
105,25.5478,26.1992,24.0159,26.3165,22.4007,26.4913,23.6903,22.2195,26.6463,26.9986,27.4037,26.873,27.032,26.0028,25.7845,23.029,24.7916,23.84,25.6785,25.5309,23.5433,24.7299,24.1521,25.7363
106,25.4936,26.6687,24.6329,26.9117,22.5666,26.6701,25.2916,24.1831,27.2765,27.0668,27.2519,25.9622,26.3704,25.44,26.0949,21.0812,25.7452,22.2321,25.9316,26.3576,23.7743,25.676,25.7788,25.6841
107,25.5143,26.581,25.2037,26.1209,23.9744,27.1028,25.7943,23.4129,27.8556,25.8592,27.514,25.5455,26.3858,25.179,26.5639,23.765,25.6039,24.4321,25.6889,26.4249,22.6984,25.6523,26.5743,27.4045
108,25.3634,26.5114,25.1857,25.7287,25.1465,27.2473,24.8434,24.7595,27.8147,27.187,27.8003,25.3923,27.6415,26.0095,24.7453,21.5318,26.444,26.0577,25.9361,27.2693,23.5102,24.0596,26.8897,27.9242
109,23.3171,27.3097,26.0383,26.1621,26.3412,27.6716,26.0096,24.3568,27.5977,24.2498,27.6035,26.1246,27.6848,26.8583,22.6013,22.206,27.0432,26.0404,26.0877,26.9416,24.1623,24.654,27.2033,27.9546
110,22.5107,27.2597,24.7596,26.3359,26.7599,27.6458,25.3098,25.2908,26.6419,22.9588,27.2635,26.5503,27.3119,26.9978,23.7923,23.098,27.0144,26.2967,25.9358,27.0525,24.2821,25.1221,27.2211,27.429
111,22.9406,27.8557,25.4705,24.6323,25.6337,27.5018,23.6683,26.2095,26.1021,22.2368,27.6687,26.6929,27.2998,27.5471,25.1799,25.7713,26.5289,27.1191,26.7952,27.4189,24.7925,26.1352,27.0845,27.0494
112,23.8459,27.1145,27.2119,25.0344,26.7023,27.9998,24.0333,24.9096,27.3324,24.6526,27.7313,26.8431,27.9524,27.8774,25.2538,23.4967,27.1557,27.8592,27.1601,27.5721,24.7092,26.8811,26.5504,26.611
113,24.6764,25.4445,26.7725,25.5358,27.3882,28.3019,23.405,25.7633,26.4756,25.1114,27.9081,26.9102,27.9856,28.1379,25.5585,23.0287,28.195,27.6949,27.3662,26.9073,24.7905,26.6047,27.4539,27.1819
114,25.5048,24.2907,27.1114,25.3192,27.6454,27.782,23.009,21.7522,26.504,26.6015,27.4511,26.9068,27.8257,27.1942,25.6923,25.6275,26.0057,23.2373,27.6072,26.7507,25.2856,26.3613,24.5258,26.7001
