,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,CanESM5,CMCC-ESM2,EC-Earth3,EC-Earth3-Veg,EC-Earth3-Veg-LR,FGOALS-g3,GFDL-ESM4,IITM-ESM,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,KIOST-ESM,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorESM2-LM,NorESM2-MM,TaiESM1
6570,21.4826,23.2151,20.87,18.3959,18.4616,18.0965,22.0188,19.9756,22.5367,18.5864,20.0539,17.7072,21.0375,19.9615,20.5317,20.0337,15.4361,17.4401,20.3114,23.0483,21.226,20.0041,18.041,18.4131
6571,18.5217,22.6069,21.1725,17.5733,19.0266,18.0401,21.2262,18.363,23.2344,19.3363,21.5126,18.273,22.5361,14.2184,20.7593,19.2781,12.3235,17.3891,18.0241,23.1574,20.9946,20.4941,18.3793,19.9144
6572,15.8928,21.6902,20.081,20.188,19.7761,18.0011,21.3772,18.1576,24.595,19.422,23.6352,17.6395,22.1377,13.5737,19.4673,20.0474,12.5541,18.3539,17.2013,22.4091,18.2341,21.3101,18.4721,20.9448
6573,17.2996,22.0308,17.0555,20.8868,20.0214,18.7562,21.0018,19.6945,24.8288,19.7325,23.9224,16.6831,21.7743,15.6218,19.7011,21.2813,14.2462,18.5074,18.7258,21.3995,21.3842,21.5267,19.2539,21.4668
6574,19.0293,22.0287,15.7156,17.0985,20.329,18.9563,21.8641,16.8487,23.4602,19.2513,22.669,16.9581,19.2942,15.4399,20.4526,19.7788,16.9186,17.9101,19.7234,18.0357,22.1013,21.8122,19.0199,18.5328
6575,21.0263,22.19,17.8551,17.0905,20.3706,21.6641,22.4577,18.9954,22.744,18.7905,20.5892,18.1604,18.3045,16.3336,21.0239,19.9277,16.1982,18.3341,18.6174,17.0652,18.6009,19.0863,19.9713,19.2609
6576,20.5546,21.8109,18.4269,19.4537,20.4274,21.7765,21.7775,19.0026,23.0838,19.6461,19.3882,19.1123,17.6743,19.5892,22.6487,20.1647,13.0344,18.2832,19.0541,16.5877,21.6819,17.7888,20.1448,21.131
6577,18.0545,21.1412,20.3213,17.3328,21.0789,20.5508,21.4235,18.9456,21.0292,20.2588,18.3112,19.9943,17.5127,21.4384,21.2048,18.7591,13.8154,15.4993,20.5541,17.0027,20.3979,18.1998,19.4304,17.4611
6578,17.6573,19.4421,19.6858,17.9683,21.5042,19.9712,22.5216,17.0832,17.0808,19.2906,18.2556,20.603,17.0217,17.0855,17.3645,19.8194,15.2726,14.0538,21.7947,18.1006,17.9178,19.6107,20.4091,15.855
6579,16.1899,19.5174,19.7131,21.3125,22.3305,20.3538,23.4051,17.7228,17.9958,17.6196,18.9076,20.7725,18.3027,14.0235,14.7563,18.9671,18.4146,15.0955,20.8368,18.6925,17.8887,19.3372,19.3954,15.1845
6580,15.439,21.6989,18.0687,21.3446,22.578,20.251,23.5798,19.1336,19.2741,17.4832,21.223,17.8022,20.351,14.1047,15.6712,19.7509,16.7786,16.5656,18.7089,19.9266,19.1941,18.8217,15.9997,14.8992
6581,15.357,24.3906,17.8926,20.691,19.7726,19.9532,23.783,18.9922,18.3861,17.9942,17.884,14.4561,18.8958,13.9716,17.9597,19.654,15.5337,17.7457,19.6787,18.1555,19.9566,19.32,15.6736,14.5411
6582,17.2348,22.794,18.4142,19.9297,16.6759,18.1377,24.0509,22.3785,18.6653,18.1287,15.1674,13.0784,16.6845,14.8408,20.0447,21.5502,17.0088,18.5666,18.5422,15.1427,17.5831,20.1105,16.4934,15.541
6583,18.7633,20.0885,18.7962,20.4498,14.6362,18.4387,24.0738,15.3528,17.4896,17.863,15.7195,13.8759,14.127,14.5847,20.6036,17.6976,17.9037,19.3513,19.6448,14.1274,15.3066,19.7195,16.6819,18.2724
6584,15.5619,18.7432,19.9135,22.4241,13.0464,18.9791,23.0942,13.9856,18.6533,18.8784,16.641,13.7592,13.5972,14.5836,19.6579,16.68,19.1365,18.3505,21.9626,15.4756,14.6229,19.7838,14.2011,19.7961
6585,12.3462,20.1366,20.03,23.1001,14.0321,20.7772,22.4647,14.6788,18.4058,19.2084,16.6797,14.6503,14.5384,15.8959,19.2889,20.1643,20.2495,17.9521,22.2132,15.394,15.425,21.5084,14.8799,21.6637
6586,13.0436,21.5554,21.1985,22.9598,16.6072,18.4758,22.3291,18.319,17.8419,19.3855,18.3419,16.87,15.7115,16.7184,19.9931,19.5951,16.5841,18.6068,21.4903,15.4531,16.513,21.9303,16.6808,19.5371
6587,14.5517,22.0105,19.2898,22.7216,16.021,18.1225,21.1649,19.7196,17.9006,18.2882,19.5032,17.7951,17.79,16.8558,22.006,16.7155,15.3812,19.2077,18.3298,17.3912,16.1884,20.6523,15.3462,18.0394
6588,16.4589,21.4517,20.6712,24.9253,16.5426,17.2278,20.196,17.3479,18.7923,15.297,21.6416,18.2013,20.6341,17.5051,20.0878,13.5665,14.9153,17.6003,15.6833,19.4689,17.0509,20.7807,15.4387,16.6784
6589,18.3603,21.4198,20.9373,25.2288,18.7805,18.4218,20.9687,17.6724,19.5437,15.9384,19.8955,19.5741,20.2552,18.1992,19.3793,11.966,13.8257,17.6218,16.9369,20.1754,18.5542,19.0618,17.3442,16.8163
6590,19.2577,20.9014,21.2366,21.9847,20.2678,18.7536,21.1877,18.646,21.2141,16.6713,22.2618,20.9912,20.0217,17.8887,16.5276,13.8367,13.7653,16.5118,14.046,20.7259,18.9611,15.5853,18.514,17.7227
6591,19.7378,19.668,20.6479,22.6573,19.1231,19.937,22.4023,21.5606,20.6671,17.644,21.1067,19.0303,20.8362,18.7517,14.9911,14.2485,14.4154,12.7932,13.6126,21.6622,18.7897,14.187,18.814,18.6646
6592,19.0572,19.1973,19.7271,21.0641,17.7175,20.0232,21.2547,23.0733,21.572,17.3971,21.5118,18.4423,20.8065,18.845,15.4198,16.5422,16.1959,13.7295,16.3271,21.8655,20.7933,14.4867,17.2268,15.9059
6593,19.4453,18.3083,18.2923,16.1706,17.755,16.3321,20.9664,24.2211,22.3583,16.234,20.1873,19.3222,20.2731,19.852,15.9058,17.5627,17.3802,15.7225,18.7377,23.0208,19.3414,15.278,19.3527,14.3572
6594,17.2809,15.8994,18.6598,16.597,19.4537,14.0535,18.888,22.7445,21.7074,13.7385,19.4218,19.4258,22.0743,20.5455,13.0806,15.3495,17.8465,17.3457,17.3131,22.8266,17.7389,13.2561,20.5713,15.3645
6595,16.8081,15.238,16.3216,18.1349,21.6446,15.4728,18.2759,22.1373,17.5708,13.0891,21.3303,18.2673,17.3727,20.4784,12.2983,16.1631,18.5824,19.2526,17.0446,22.1267,17.4907,13.9162,18.0894,16.6898
6596,17.9554,14.3829,15.781,19.0475,19.1884,15.7607,18.9025,21.8927,17.2019,13.1874,23.1614,19.1485,12.4184,18.6124,12.8295,15.6756,19.3926,18.3669,15.6966,22.3994,17.3908,16.69,16.725,16.2164
6597,18.3121,12.8188,16.3454,18.5835,12.6715,15.9769,18.6941,22.515,17.0337,13.4475,20.2419,21.2551,15.4362,14.4949,13.6151,14.9009,20.3762,18.3206,16.9145,22.4122,16.2348,18.4884,18.0628,16.2874
6598,16.2761,12.9219,16.4543,18.1951,13.9674,16.9,18.6768,19.914,18.7033,16.2184,18.2671,22.1612,20.4915,14.1061,12.4786,16.1617,19.0694,18.1392,18.7198,18.4649,17.5754,20.2362,19.5259,17.0712
6599,14.2401,14.01,17.8983,18.0447,16.9571,19.2489,18.0499,17.4041,19.2595,20.3668,18.915,22.6415,21.7322,14.1736,12.6698,18.1714,18.631,18.9585,17.7297,16.3088,17.6151,20.0591,20.3478,19.5888
6600,13.4754,15.6512,18.957,18.6142,18.8064,20.4062,19.9881,18.7125,20.7864,21.6404,19.4355,20.2677,20.6881,16.3155,14.1747,20.3301,21.041,19.0969,17.0156,13.4295,17.6812,16.7685,21.6933,20.0301
6601,13.5412,16.5481,19.958,19.8821,18.0321,21.6742,18.7103,21.4019,23.5214,21.1258,17.5572,16.7012,20.1473,16.852,16.0934,20.0395,19.4296,18.8163,14.4341,13.8635,15.6306,17.3199,20.4405,18.2947
6602,14.7032,18.0123,20.6854,21.1579,14.8335,21.1497,18.9726,22.4938,23.6122,17.2684,15.6173,15.7744,20.5435,13.7564,18.2773,16.6117,20.5809,20.1078,13.1618,14.2788,16.3756,17.6668,15.7782,20.3249
6603,14.215,16.4948,21.7739,20.8669,15.3503,22.0205,20.2575,23.053,24.0448,15.9691,16.3837,15.882,19.9903,13.4266,20.8448,17.0132,20.6504,18.3873,14.963,16.151,16.6629,19.1051,14.4316,20.5382
6604,13.6409,17.4716,21.6742,17.5892,17.3149,21.6487,19.7534,21.629,20.8273,17.1764,17.4843,18.2194,17.4919,14.8306,20.8964,17.6393,20.8713,17.0744,16.6187,16.4988,17.6617,19.7799,15.1658,19.0654
6605,12.8256,20.1379,22.5074,15.2531,14.6085,21.5365,20.3779,20.8778,19.638,19.194,17.2562,21.2655,17.0445,17.1831,22.1915,19.3914,19.5594,16.8022,17.7174,18.5262,19.8757,20.6977,13.7657,16.3887
6606,13.8069,16.3301,24.2624,13.9354,14.1626,16.7116,20.1401,19.2792,18.5994,18.5843,18.844,22.4538,18.9428,19.9756,22.5933,16.4416,16.5337,16.6952,18.6007,20.7179,18.6054,19.4327,15.5893,15.9839
6607,15.6473,14.2573,23.8297,16.3989,17.6205,13.961,17.0003,19.4466,17.9617,18.9007,20.0219,22.5549,20.4273,21.5879,23.1456,20.3501,17.7663,18.667,20.8811,20.5611,18.7118,15.9023,14.9618,15.4181
6608,16.7735,15.1456,23.236,18.6262,18.8672,14.702,16.2442,19.6679,18.7071,20.2962,19.4781,21.1731,23.0331,21.3728,23.7467,20.6993,19.8951,18.9413,22.8535,22.2901,16.387,17.0731,13.5827,18.0406
6609,18.0142,15.0006,19.3234,20.232,18.634,16.4853,16.5887,22.0987,17.6219,20.8231,18.8183,19.3457,18.6091,21.9147,22.7212,23.9425,21.6824,20.9541,21.9168,22.7753,14.8682,19.4083,15.5649,19.6178
6610,18.5256,14.4193,21.0444,21.9601,18.7419,17.2011,18.1041,19.0269,16.3472,20.263,21.0915,19.1644,16.5628,21.7446,22.7057,21.2712,19.1182,21.4569,19.7025,21.2894,13.6933,22.1023,17.966,19.3092
6611,19.1383,14.5387,22.7966,24.0455,17.4826,17.7418,19.7916,18.1233,19.0922,18.3437,21.3663,19.0878,16.838,22.1224,23.5152,24.3798,17.6145,21.7367,16.1313,21.5191,15.4452,23.9126,19.6916,21.3954
6612,19.3116,13.9766,17.6355,23.8346,17.3411,18.495,19.9056,19.1987,22.1225,15.5849,20.3118,20.0695,19.4025,20.5217,22.9807,20.2666,16.4478,17.3222,13.3866,22.5573,17.2012,23.3308,20.8919,22.5861
6613,20.0234,12.7764,14.9362,21.3189,16.9775,18.8734,21.8723,18.0384,21.3338,17.5011,19.7529,21.3043,17.7139,16.6732,21.7617,19.4911,14.5023,14.3234,11.864,21.6579,16.3718,22.3859,21.3794,23.1614
6614,20.8331,13.3404,13.3688,19.3824,18.5932,19.5342,22.1927,18.4801,17.511,19.4444,21.1248,19.3032,17.5222,15.1942,22.5223,17.4398,15.2429,11.0794,12.6536,18.7718,13.0385,22.685,19.584,21.3614
6615,19.3832,15.0358,15.7557,19.0846,21.4174,17.9877,21.6856,13.6517,19.0451,20.1914,19.4583,17.709,17.8673,15.8836,21.6223,14.6738,17.1452,12.9251,15.4431,16.9232,15.0083,21.9751,18.0416,19.5283
6616,18.7479,17.527,18.8753,19.3902,21.1398,16.7756,21.7532,9.0802,19.9133,20.035,20.6078,16.9366,18.7667,18.2412,18.0395,16.6133,18.7686,16.3034,18.6697,16.4135,17.2132,23.4262,19.0269,20.2776
6617,17.7931,19.0498,21.755,22.18,16.4095,17.1175,23.8942,11.2592,19.2655,20.3314,21.707,16.5217,20.9942,18.21,16.6065,21.7658,20.5843,18.0109,20.6791,16.6197,18.8961,22.831,17.835,19.7548
6618,16.5877,19.5493,21.0813,20.6013,14.0652,17.7335,24.9945,15.6164,19.8768,20.3661,23.1188,17.2516,21.0592,19.782,16.172,23.9595,21.3108,17.7022,20.2991,17.8324,21.2023,20.7995,18.8223,22.0192
6619,17.7375,20.223,20.3267,20.9016,14.3558,18.141,24.5027,17.1737,19.7843,21.4137,23.444,18.8613,21.0273,21.1868,18.2919,22.9935,22.0053,14.5221,19.3249,18.0891,19.3504,20.1555,20.1405,21.9398
6620,19.4706,18.0011,21.5588,22.9583,16.4343,18.3537,22.3422,18.9253,19.3817,21.0698,22.0012,19.9918,18.3572,22.127,19.784,24.5704,21.735,16.0619,21.1755,18.5683,17.2204,19.2243,19.042,16.5149
6621,20.0247,16.5165,23.8149,23.8375,19.248,19.1733,25.9283,20.664,14.944,17.034,19.0222,21.3995,15.3399,22.0983,20.9397,26.0241,20.5585,17.7822,19.8969,20.5627,21.0481,19.429,19.2477,18.7191
6622,20.8996,18.4016,21.1402,24.426,20.0298,21.7974,22.7388,21.4899,14.7466,16.0566,14.9685,22.5709,14.1999,21.8689,22.0789,25.803,18.613,18.3227,19.3951,21.9111,22.6152,19.5087,19.7822,20.7908
6623,20.9955,19.6047,18.8444,22.3896,20.5452,21.0893,18.0539,22.7145,18.5234,18.3459,15.7768,22.8652,16.7374,23.4678,21.9342,26.3309,19.447,19.0337,21.3678,16.5548,22.2855,21.5883,18.8025,20.3493
6624,18.485,20.657,16.8421,23.0773,16.5927,16.9744,15.3488,22.9991,22.2944,20.5997,18.3041,22.2956,18.2476,24.3395,25.4733,24.3193,20.7204,19.0357,21.4134,16.0093,21.9226,22.4384,18.9163,22.0904
6625,17.1146,19.7429,15.8081,19.9012,14.7422,16.4144,15.1613,23.5144,23.8497,22.0878,19.4357,22.2168,18.5369,23.7776,25.5068,23.7292,20.6371,21.4546,21.5005,17.4444,20.4401,22.1853,20.8667,21.4815
6626,15.9066,19.2429,17.4569,20.1857,17.0109,18.1895,17.0893,23.327,23.5953,22.4077,21.4068,20.7071,19.5106,23.3252,25.4153,25.1788,20.1823,20.8823,21.0596,18.7322,23.251,23.0977,22.0743,17.1253
6627,14.9018,21.4049,18.523,19.3369,17.124,20.7738,19.2321,21.6923,23.3867,18.9653,21.5481,19.6419,23.1652,23.8666,25.6174,24.2368,21.3719,21.1681,18.0797,20.2228,22.2527,23.8235,23.187,19.4472
6628,16.2571,22.8154,19.5559,19.0155,17.8625,18.6455,19.7849,19.7156,24.3404,14.6862,20.4224,19.834,23.9396,22.8581,23.7761,24.3401,19.1943,21.0109,19.9409,21.4987,23.004,23.9334,23.4082,22.7664
6629,17.5239,23.7021,21.4942,20.0614,18.5385,19.1724,19.654,19.5791,25.0685,14.5396,21.0015,21.5416,23.6593,22.572,22.218,26.2943,18.3065,18.59,22.1952,22.1331,23.4799,23.7549,23.5861,23.3816
6630,18.4365,24.6198,22.6388,22.1116,19.5897,21.9871,19.1389,18.8245,22.5751,15.9972,21.3958,22.5171,23.3624,22.9014,23.4166,23.797,20.0788,19.3153,21.051,21.0883,19.8388,23.6468,24.2644,18.4181
6631,19.7344,24.264,24.2839,20.7194,20.2636,23.1162,19.0117,18.6345,24.1016,17.0365,21.1787,20.6293,22.7269,17.9771,23.7413,23.0397,21.924,20.9205,20.3798,18.6985,18.9437,21.6816,23.0759,19.8747
6632,20.6896,23.9759,25.4279,20.7746,20.7823,22.9893,19.1423,18.9501,24.0329,18.0236,22.1438,16.4914,23.755,15.7893,22.199,23.1641,22.4013,22.409,22.2735,19.604,19.5375,19.0034,18.7247,21.99
6633,21.1829,23.9214,25.7915,22.0254,21.8337,24.2307,19.2068,20.6362,22.4494,17.8689,20.6426,17.735,23.2034,16.3931,25.072,21.015,22.1015,21.9863,22.3173,21.5411,19.2913,15.9262,16.5869,20.0581
6634,21.8396,23.4677,24.4628,21.639,22.9485,24.79,18.0441,22.6501,24.2573,18.6076,21.0302,19.3656,21.8704,17.6434,23.0522,23.4311,22.3258,20.3019,21.7168,22.0778,20.5863,15.8335,16.9763,18.4646
6635,22.1558,21.7176,22.79,19.7312,23.6801,21.1143,17.5574,23.6817,24.9596,19.99,22.1986,19.1337,21.8717,20.1123,20.384,24.5582,23.2661,21.0761,22.9705,22.3556,23.6829,17.5376,17.4331,21.5004
6636,21.4907,21.4973,20.7537,19.5143,24.8171,14.819,19.7114,23.584,25.5394,20.3314,23.4962,17.1277,22.0079,23.2065,17.937,22.122,22.0801,20.4002,21.7544,22.9775,25.1418,19.5258,18.3535,24.4146
6637,21.4916,22.8079,21.1457,22.0448,24.6393,17.4009,20.8811,22.702,26.2116,22.9514,22.6576,15.6686,22.4051,19.4835,17.0235,20.6862,17.4157,20.5977,20.8552,23.903,22.5237,21.1185,19.3301,23.5821
6638,21.8751,23.944,20.214,22.6674,20.6857,18.3309,21.1278,22.5983,26.2572,20.4182,23.4086,15.1081,22.3764,19.2383,15.0018,21.6278,14.2714,21.3732,22.3574,24.8057,21.5059,22.1116,21.2412,23.4658
6639,18.8761,24.8314,17.0869,22.771,18.6709,20.7368,17.3035,23.2942,26.0416,15.5491,23.9688,18.1216,19.7215,20.7139,15.3734,21.9386,17.8076,20.4067,21.1431,24.7476,19.4348,23.1329,22.466,20.4799
6640,15.0741,25.0589,18.0069,23.9977,19.7508,18.7614,14.0609,24.2464,26.7496,11.9022,23.6661,18.7636,19.4164,22.0919,17.0389,20.8979,21.4114,21.1365,17.2209,22.2841,16.9887,23.0105,21.6772,21.2088
6641,17.4656,25.3333,19.6124,25.2853,19.2136,22.6305,14.5149,24.8589,23.5894,12.6223,23.6307,17.558,19.3714,23.8163,18.9299,20.8755,21.4813,22.8548,18.7466,22.4257,15.9278,24.0541,21.0083,22.7167
6642,19.7138,23.6095,21.6128,25.4852,18.7295,22.2462,16.567,24.8771,26.3232,15.2609,24.9063,17.4369,20.3968,23.3396,20.6796,20.892,22.2706,23.1928,22.879,23.4753,19.8061,24.2113,22.453,24.7293
6643,20.9591,23.9851,24.6341,24.9882,19.6457,23.0711,19.1662,25.8179,25.0862,17.2356,25.3041,19.9906,23.4765,19.7604,21.9699,21.8871,21.4591,23.7026,21.4896,23.6983,22.7691,25.1413,23.7364,22.2894
6644,21.1629,24.9378,24.931,23.9793,21.3724,23.0682,21.4008,25.9399,24.8896,18.4514,22.8915,20.6862,24.8286,19.8749,18.2169,20.6263,21.2831,20.3386,19.6415,25.5062,23.2534,25.0422,23.5439,20.6284
6645,22.063,25.149,24.9973,24.4735,22.3984,23.9962,23.4671,26.5907,26.4675,19.9461,18.9426,16.6747,24.3326,21.2331,18.0917,20.0236,18.4126,20.6508,21.6288,25.3592,23.1871,26.1247,24.3074,24.1074
6646,22.6488,24.8368,23.56,20.8296,22.5256,25.5264,22.9757,26.2092,27.3601,20.9175,20.645,17.6606,14.963,21.1392,19.7294,20.2141,21.186,19.5872,23.7339,26.5763,21.5774,24.7149,24.8223,25.399
6647,21.3513,23.4459,21.2555,23.4342,22.936,25.9623,23.2315,24.8019,27.9597,18.6745,24.2682,19.2427,14.4706,22.583,20.6998,22.8331,21.9473,22.8271,22.2494,25.0383,20.8323,25.0433,24.9841,26.2475
6648,19.9457,24.1231,22.4938,26.4348,23.4971,22.835,22.9673,22.9305,26.0057,19.5681,25.1154,20.7983,18.0758,23.5087,21.614,25.0959,22.9302,22.034,22.0749,23.7501,22.2423,26.1973,23.9949,26.3841
6649,21.5083,25.2441,23.4942,22.5903,23.6985,21.7494,24.4301,24.3718,25.457,21.1065,21.4832,20.1749,20.6942,23.9504,21.6551,24.9488,22.4435,21.8658,22.9919,24.6906,23.6281,26.1505,24.6779,22.6201
6650,23.0418,23.0364,21.2071,20.0077,24.9551,22.7174,24.6652,24.014,25.4046,21.9613,18.8349,19.8981,23.4072,23.2718,21.3917,23.9717,23.8037,22.6917,23.3332,22.661,23.1002,26.5589,23.182,17.8629
6651,22.3621,22.1452,20.2204,20.298,25.4724,23.3333,24.0243,24.2227,25.9927,23.8228,19.6492,18.844,23.722,23.57,21.8651,20.2442,23.8586,23.2807,23.3047,21.8385,20.8683,26.7206,21.9259,21.4591
6652,22.1789,24.8438,21.7679,20.5841,24.6174,23.4335,25.3286,23.9835,25.4292,23.8494,16.5402,18.2251,23.6385,22.8526,24.269,20.2625,23.9947,22.866,23.0945,23.6592,20.6042,26.895,23.9737,23.9866
6653,23.6091,25.8697,20.6936,22.5193,20.9152,24.7032,23.9688,25.3402,25.5236,20.903,16.0864,18.9607,23.8342,22.6737,21.8834,21.664,24.5773,20.8961,24.1884,23.9815,23.2342,27.0039,24.3322,25.1997
6654,24.8771,25.3921,20.7303,24.8208,21.7867,23.1123,23.425,26.3267,26.0062,17.3062,17.2,21.5803,25.0419,23.4913,19.8355,24.1426,24.872,20.5761,23.2402,24.0222,24.9181,27.2808,25.708,25.39
6655,25.3569,24.3367,23.0509,24.5803,22.9811,24.2934,21.197,26.7013,26.1755,18.4512,18.5662,22.2442,25.9051,23.7716,21.8351,23.5392,25.041,22.1791,23.0407,24.6835,25.042,26.4498,25.7267,25.1328
6656,21.9208,22.8926,23.4378,25.8297,23.8002,25.3654,19.2208,25.8565,26.2509,20.5581,19.7116,22.2347,23.898,23.5111,24.5337,22.0058,24.3439,22.8057,23.5581,25.3893,25.5149,24.9215,25.8506,25.1314
6657,20.8185,23.277,25.1817,25.7308,23.2877,25.1408,17.9699,22.6949,25.652,21.197,19.1225,22.4801,25.1618,22.4283,24.8612,22.7089,24.9162,23.4721,23.7052,25.1718,25.713,25.0541,24.0419,26.1758
6658,23.1984,24.3728,21.5452,24.5698,23.3226,26.208,15.5841,23.4416,25.7237,21.7421,19.7465,19.9623,25.5936,21.9368,24.9623,24.3107,23.8725,24.1232,23.9753,25.8775,22.3536,23.3396,21.5137,25.6509
6659,24.3725,25.4717,19.1145,23.0541,24.2219,27.1796,16.3696,24.036,24.2088,24.8456,20.794,20.8698,25.3082,21.3249,21.866,25.3195,25.8012,23.9706,23.5,24.7603,23.026,19.8744,21.9351,25.5922
6660,24.2566,24.8504,19.301,22.5027,24.1261,25.2968,14.8785,25.2173,22.0909,24.8121,22.3691,22.0851,25.992,22.092,19.3664,26.2292,24.8418,23.7192,23.3944,21.6008,21.9231,19.9756,21.5918,25.427
6661,18.4762,24.9436,21.4981,22.5181,24.4575,19.7815,16.5209,27.04,23.796,24.6052,24.2002,22.5585,26.3003,23.623,21.2044,23.6621,26.0367,23.5368,23.8618,22.6349,20.4694,21.4975,22.6824,24.6034
6662,17.0889,25.7892,22.6013,23.7726,24.4357,20.1289,18.5709,27.3056,24.5101,25.2637,24.0349,23.4697,25.3942,24.9054,24.2589,21.3801,26.6377,24.5231,23.3442,24.7135,22.2938,23.9686,22.5793,25.5634
6663,20.1152,25.9666,25.2303,22.5046,21.4628,22.5812,18.0816,26.091,25.2498,25.2396,20.8744,23.9136,25.5557,23.5942,24.8014,21.2362,24.8497,23.4473,23.8098,23.0146,24.5365,25.2529,23.2681,26.6553
6664,21.5603,26.452,25.6109,19.4244,22.7365,23.0167,19.1072,24.98,25.2796,24.8639,22.5723,24.1506,24.9845,22.1884,25.2027,22.8882,24.4865,18.0777,25.0903,22.7747,25.3314,26.083,23.5008,26.6534
6665,22.5423,25.9402,26.1533,23.2132,24.928,23.942,17.9334,24.9294,25.7615,25.0684,24.8405,24.4592,22.8761,21.6239,25.8127,23.6776,23.8652,17.0425,25.4905,21.8554,24.264,26.2644,18.0078,25.8039
6666,23.766,26.2675,21.2104,24.6402,24.9436,24.7754,19.4784,26.6807,26.6365,25.468,22.2185,23.4575,22.4702,22.4426,25.4556,24.556,19.9683,20.2964,25.6407,22.6302,21.3263,25.5454,18.9367,25.542
6667,23.8342,26.439,17.4116,24.1596,19.5484,25.5159,22.5487,27.2001,26.9091,25.9861,23.2199,19.2879,24.5813,24.145,24.814,24.391,21.881,23.1441,25.0084,23.3619,23.2899,24.7915,20.2532,25.5725
6668,24.6452,26.4649,20.5544,24.1173,18.6399,24.8041,23.3543,25.6152,23.6758,26.397,24.6273,19.4673,25.211,24.3436,25.9714,22.9297,24.5584,24.6591,25.4022,25.1901,22.132,25.4631,21.8008,25.6529
6669,22.3757,26.615,23.6406,25.9529,20.7993,23.7537,24.2543,27.881,23.161,24.3174,25.6424,19.7737,25.5569,23.3529,26.7161,22.1251,24.6787,24.3936,26.0919,25.8423,23.9512,25.2694,23.5028,25.7589
6670,21.0124,27.0262,25.2179,26.5875,23.9651,24.9543,22.9997,27.4108,24.9045,23.2517,25.0637,21.5962,25.9408,24.3297,26.1752,24.8499,26.1277,25.2653,26.3353,24.6683,23.4718,23.6861,23.2344,25.9652
6671,22.516,26.9001,24.8772,26.7705,23.8043,25.8877,21.1489,27.4434,25.8931,24.5044,24.2205,22.9371,26.8255,24.6833,25.3554,23.9463,26.4568,24.7856,25.989,24.3525,21.8366,22.5753,24.6891,25.7496
6672,23.8078,26.9618,24.7413,22.4341,24.9514,26.2098,24.7574,26.7989,21.4315,24.598,24.8499,24.1618,26.2623,24.7338,23.9335,24.7636,26.4279,26.1506,26.0461,24.8555,23.1211,23.0988,24.4698,25.036
6673,23.006,27.0052,24.7325,21.9503,23.4194,26.8483,22.6835,25.0567,20.8348,21.8431,25.8451,24.659,26.6409,24.1892,24.2577,25.8133,26.6902,25.966,26.1998,25.4483,24.7016,24.7996,23.9242,25.8528
6674,23.1777,26.7784,22.547,24.054,22.7829,27.2202,22.7136,22.3088,22.5872,21.7092,26.2569,25.1741,27.9912,23.3149,25.4612,26.2903,26.3642,26.3777,25.8679,25.6291,25.1061,26.0473,24.4186,25.9848
6675,21.5435,26.6835,16.8041,25.5385,24.7675,24.6236,24.6807,22.4754,24.4215,24.2094,23.7256,25.3551,27.6619,25.1462,26.3356,24.1933,25.9887,27.3098,25.8271,26.3652,25.8543,26.8206,24.7742,26.7806
6676,22.5367,26.9692,19.869,27.6775,25.5719,23.2986,26.2699,22.4179,25.5572,24.0969,22.0086,25.5637,27.8366,25.2886,25.7906,23.3838,26.3125,25.5623,26.1646,27.4675,25.8615,27.4516,25.2154,26.9013
6677,24.335,27.2898,24.76,27.5814,26.0324,24.5396,26.2999,24.5789,25.6472,24.343,23.5959,25.9534,27.5745,25.9322,25.8644,24.7134,26.8874,20.6924,25.5428,26.9627,25.9412,27.4174,25.6178,26.9277
6678,24.8275,27.3334,26.974,26.2421,26.8975,24.4289,25.3595,24.9892,25.5874,23.9317,24.5381,25.9467,27.8513,26.3295,25.0115,25.6559,26.699,21.472,24.9474,26.45,26.5023,26.9773,24.4303,27.0625
6679,25.8342,27.4058,26.1766,26.8029,26.2551,25.0882,17.394,24.6751,22.6621,24.7894,25.4981,25.7939,27.8275,26.0244,25.1609,26.3879,27.1135,25.8745,24.844,25.8192,26.2811,23.1281,21.1718,26.7445
6680,26.5228,27.4252,23.1762,28.0265,25.9614,26.6444,20.9325,25.3927,19.2718,25.595,25.017,26.2091,27.9361,26.1232,26.7175,26.1011,26.7713,26.3604,26.2059,26.3107,26.5004,23.5387,23.3491,26.6569
6681,24.7462,27.7825,23.3049,28.0428,27.2048,25.8037,20.582,24.4764,17.0733,25.8967,24.2486,25.8237,27.2521,25.8997,26.9457,27.1467,26.8345,26.0203,25.3808,25.9753,26.9181,26.361,24.8269,27.4762
6682,21.3367,26.6036,24.4243,26.937,27.6052,25.0181,20.5326,26.0451,21.0853,25.0144,25.9432,25.7876,26.9702,25.6973,27.3643,27.1618,27.2923,26.3546,25.9443,26.113,27.5331,26.8503,25.2555,27.2113
6683,21.5157,26.0773,24.2812,26.1473,24.2464,26.0854,22.3111,25.4896,22.8276,26.4642,26.151,25.6266,28.1569,25.9942,27.8914,26.2151,27.1332,25.668,26.2239,26.3388,27.8242,26.4635,25.443,27.0482
