"觀測時間(day)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","最小相對溼度(%)","最小相對溼度時間(LST)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","T Max","T Max Time","T Min","T Min Time","RHMin","RHMinTime","WSGust","WDGust","WGustTime","Precp","GloblRad"
"01","1008.2","2021/06/01 20:25:00","1005.9","2021/06/01 04:35:00","32.7","2021/06/01 13:15:00","24.4","2021/06/01 05:31:00","69","2021/06/01 13:17:00","7.5","161","2021/06/01 14:45:00","0.0","18.10"
"02","1009.1","2021/06/02 21:41:00","1006.0","2021/06/02 15:09:00","33.6","2021/06/02 10:35:00","25.9","2021/06/02 02:19:00","64","2021/06/02 10:15:00","8.7","242","2021/06/02 12:50:00","0.0","21.69"
"03","1008.4","2021/06/03 00:01:00","1004.3","2021/06/03 16:55:00","33.2","2021/06/03 12:45:00","26.3","2021/06/03 04:12:00","65","2021/06/03 14:04:00","8.6","260","2021/06/03 14:43:00","0.0","26.40"
"04","1005.4","2021/06/04 00:01:00","1001.6","2021/06/04 15:11:00","33.2","2021/06/04 10:05:00","26.6","2021/06/04 23:53:00","60","2021/06/04 10:35:00","8.7","278","2021/06/04 12:18:00","4.0","19.60"
"05","1004.9","2021/06/05 22:23:00","1001.8","2021/06/05 15:21:00","30.4","2021/06/05 14:21:00","24.1","2021/06/05 23:40:00","76","2021/06/05 13:51:00","9.4","197","2021/06/05 12:44:00","53.5","9.09"
"06","1007.9","2021/06/06 21:15:00","1002.8","2021/06/06 01:32:00","28.1","2021/06/06 11:15:00","23.7","2021/06/06 16:58:00","82","2021/06/06 21:55:00","11.0","176","2021/06/06 21:31:00","51.5","3.00"
"07","1011.2","2021/06/07 23:15:00","1007.2","2021/06/07 01:52:00","31.3","2021/06/07 10:14:00","24.0","2021/06/07 01:01:00","62","2021/06/07 10:53:00","7.8","233","2021/06/07 11:46:00","0.0","12.30"
"08","1011.2","2021/06/08 09:06:00","1007.9","2021/06/08 15:35:00","33.6","2021/06/08 11:22:00","24.7","2021/06/08 05:13:00","57","2021/06/08 12:25:00","7.8","339","2021/06/08 15:03:00","0.0","24.80"
"09","1009.8","2021/06/09 00:01:00","1006.3","2021/06/09 16:13:00","33.2","2021/06/09 12:55:00","24.3","2021/06/09 04:57:00","60","2021/06/09 14:05:00","7.9","347","2021/06/09 13:46:00","0.0","24.30"
"10","1008.4","2021/06/10 00:15:00","1004.6","2021/06/10 15:51:00","33.2","2021/06/10 14:12:00","25.3","2021/06/10 02:55:00","58","2021/06/10 14:12:00","8.1","332","2021/06/10 15:55:00","0.0","24.50"
"11","1010.0","2021/06/11 23:15:00","1006.0","2021/06/11 02:55:00","33.0","2021/06/11 11:15:00","25.1","2021/06/11 04:45:00","56","2021/06/11 10:28:00","7.8","342","2021/06/11 13:30:00","0.0","26.30"
"12","1011.7","2021/06/12 21:45:00","1008.4","2021/06/12 16:25:00","33.4","2021/06/12 09:48:00","24.1","2021/06/12 18:51:00","58","2021/06/12 09:05:00","10.1","182","2021/06/12 18:10:00","5.5","24.70"
"13","1011.6","2021/06/13 08:35:00","1006.9","2021/06/13 15:55:00","33.0","2021/06/13 11:55:00","24.8","2021/06/13 05:11:00","68","2021/06/13 13:51:00","6.7","303","2021/06/13 16:32:00","0.0","25.30"
