"觀測時間(day)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","最小相對溼度(%)","最小相對溼度時間(LST)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","T Max","T Max Time","T Min","T Min Time","RHMin","RHMinTime","WSGust","WDGust","WGustTime","Precp","GloblRad"
"01","1020.2","2020/12/01 08:45:00","1015.8","2020/12/01 15:05:00","24.8","2020/12/01 10:38:00","18.7","2020/12/01 02:21:00","60","2020/12/01 10:47:00","16.5","1","2020/12/01 14:57:00","0.0","15.39"
"02","1018.9","2020/12/02 08:11:00","1014.2","2020/12/02 15:43:00","24.0","2020/12/02 11:52:00","18.8","2020/12/02 23:44:00","64","2020/12/02 11:25:00","17.7","18","2020/12/02 16:45:00","0.0","15.30"
"03","1018.3","2020/12/03 09:17:00","1015.3","2020/12/03 14:41:00","21.1","2020/12/03 11:15:00","16.9","2020/12/03 21:45:00","56","2020/12/03 11:12:00","22.6","36","2020/12/03 15:29:00","0.0","6.29"
"04","1018.6","2020/12/04 09:05:00","1015.1","2020/12/04 15:15:00","20.7","2020/12/04 13:53:00","17.1","2020/12/04 00:45:00","70","2020/12/04 13:55:00","17.6","6","2020/12/04 16:21:00","0.0","7.50"
"05","1019.4","2020/12/05 09:01:00","1015.7","2020/12/05 14:11:00","22.6","2020/12/05 12:21:00","17.5","2020/12/05 04:25:00","65","2020/12/05 11:45:00","16.7","14","2020/12/05 18:33:00","0.0","12.90"
"06","1018.2","2020/12/06 23:31:00","1014.8","2020/12/06 15:15:00","23.6","2020/12/06 11:31:00","18.5","2020/12/06 02:35:00","72","2020/12/06 10:30:00","16.4","23","2020/12/06 14:40:00","0.0","14.30"
"07","1019.4","2020/12/07 08:47:00","1015.4","2020/12/07 14:35:00","22.2","2020/12/07 10:52:00","20.0","2020/12/07 01:53:00","81","2020/12/07 10:52:00","17.4","11","2020/12/07 14:02:00","0.0","6.89"
"08","1019.4","2020/12/08 08:55:00","1015.5","2020/12/08 14:55:00","20.9","2020/12/08 11:11:00","18.7","2020/12/08 21:15:00","76","2020/12/08 18:46:00","18.2","20","2020/12/08 17:44:00","0.0","3.80"
"09","1018.0","2020/12/09 09:03:00","1013.6","2020/12/09 15:25:00","21.5","2020/12/09 13:55:00","17.4","2020/12/09 06:07:00","81","2020/12/09 01:13:00","14.9","24","2020/12/09 00:24:00","7.0","3.80"
"10","1016.9","2020/12/10 08:15:00","1012.6","2020/12/10 14:14:00","23.0","2020/12/10 14:05:00","18.8","2020/12/10 05:45:00","81","2020/12/10 13:45:00","12.7","12","2020/12/10 05:01:00","0.0","6.00"
"11","1016.0","2020/12/11 08:51:00","1012.5","2020/12/11 15:05:00","23.0","2020/12/11 13:24:00","19.9","2020/12/11 01:42:00","81","2020/12/11 13:26:00","11.4","20","2020/12/11 23:14:00","0.5","7.79"
"12","1015.8","2020/12/12 08:01:00","1011.7","2020/12/12 15:23:00","23.4","2020/12/12 10:05:00","18.3","2020/12/12 23:55:00","72","2020/12/12 10:05:00","14.2","6","2020/12/12 12:41:00","0.0","14.70"
"13","1016.9","2020/12/13 09:51:00","1012.6","2020/12/13 14:55:00","25.3","2020/12/13 11:16:00","17.7","2020/12/13 02:42:00","62","2020/12/13 11:19:00","12.2","18","2020/12/13 12:43:00","0.0","13.70"
"14","1019.8","2020/12/14 21:35:00","1014.5","2020/12/14 02:23:00","21.1","2020/12/14 12:43:00","16.6","2020/12/14 23:56:00","70","2020/12/14 12:45:00","16.9","20","2020/12/14 23:21:00","0.0","12.60"
"15","1022.0","2020/12/15 08:45:00","1017.9","2020/12/15 14:53:00","21.0","2020/12/15 11:45:00","15.8","2020/12/15 04:45:00","66","2020/12/15 11:48:00","15.8","28","2020/12/15 02:29:00","0.0","14.20"
"16","1022.6","2020/12/16 09:22:00","1018.9","2020/12/16 15:16:00","20.6","2020/12/16 11:04:00","16.4","2020/12/16 22:15:00","68","2020/12/16 11:42:00","15.0","3","2020/12/16 13:25:00","0.0","10.59"
"17","1021.4","2020/12/17 09:45:00","1017.2","2020/12/17 15:45:00","22.1","2020/12/17 12:45:00","15.9","2020/12/17 23:53:00","63","2020/12/17 12:52:00","13.8","1","2020/12/17 14:45:00","0.0","13.30"
"18","1020.8","2020/12/18 08:28:00","1017.0","2020/12/18 14:55:00","21.9","2020/12/18 10:55:00","14.7","2020/12/18 05:27:00","79","2020/12/18 11:01:00","13.9","8","2020/12/18 15:33:00","0.0","6.20"
"19","1022.7","2020/12/19 08:55:00","1018.5","2020/12/19 15:04:00","19.3","2020/12/19 00:31:00","16.0","2020/12/19 23:25:00","73","2020/12/19 13:34:00","20.2","21","2020/12/19 15:46:00","0.0","8.70"
"20","1022.9","2020/12/20 08:51:00","1019.2","2020/12/20 15:32:00","20.5","2020/12/20 11:35:00","16.1","2020/12/20 00:56:00","64","2020/12/20 13:15:00","16.7","12","2020/12/20 11:47:00","0.0","13.50"
"21","1021.3","2020/12/21 09:32:00","1018.2","2020/12/21 14:39:00","19.6","2020/12/21 14:35:00","16.0","2020/12/21 06:15:00","70","2020/12/21 14:35:00","11.3","9","2020/12/21 06:46:00","0.5","3.60"
"22","1019.6","2020/12/22 08:31:00","1015.4","2020/12/22 15:19:00","22.9","2020/12/22 13:14:00","16.9","2020/12/22 05:35:00","68","2020/12/22 12:18:00","14.4","360","2020/12/22 15:33:00","0.0","14.50"
"23","1018.8","2020/12/23 09:21:00","1013.9","2020/12/23 23:55:00","19.8","2020/12/23 00:21:00","17.2","2020/12/23 16:53:00","90","2020/12/23 00:06:00","10.6","9","2020/12/23 09:36:00","9.0","2.60"
"24","1016.4","2020/12/24 21:15:00","1012.6","2020/12/24 14:25:00","21.5","2020/12/24 10:55:00","16.4","2020/12/24 23:12:00","77","2020/12/24 23:55:00","16.5","5","2020/12/24 11:49:00","1.5","11.20"
"25","1018.9","2020/12/25 23:41:00","1015.5","2020/12/25 15:15:00","21.9","2020/12/25 13:01:00","16.1","2020/12/25 22:53:00","65","2020/12/25 15:45:00","14.4","355","2020/12/25 14:42:00","0.0","13.70"
"26","1021.0","2020/12/26 09:41:00","1015.4","2020/12/26 15:25:00","22.7","2020/12/26 11:35:00","15.7","2020/12/26 03:42:00","71","2020/12/26 12:13:00","10.9","342","2020/12/26 12:56:00","0.0","15.70"
"27","1017.5","2020/12/27 09:27:00","1013.3","2020/12/27 14:41:00","25.0","2020/12/27 12:21:00","18.1","2020/12/27 03:25:00","52","2020/12/27 13:05:00","8.0","1","2020/12/27 16:59:00","0.0","6.19"
"28","1015.3","2020/12/28 00:26:00","1011.2","2020/12/28 14:53:00","25.5","2020/12/28 11:51:00","19.1","2020/12/28 05:45:00","63","2020/12/28 12:03:00","13.3","1","2020/12/28 17:38:00","0.5","14.70"
"29","1014.8","2020/12/29 08:55:00","1011.6","2020/12/29 14:31:00","22.6","2020/12/29 12:51:00","18.4","2020/12/29 06:55:00","77","2020/12/29 12:55:00","10.1","2","2020/12/29 14:02:00","0.0","13.09"
"30","1023.8","2020/12/30 23:21:00","1014.2","2020/12/30 00:01:00","19.8","2020/12/30 01:53:00","10.7","2020/12/30 23:55:00","49","2020/12/30 20:55:00","24.3","14","2020/12/30 07:46:00","0.0","14.60"
"31","1026.4","2020/12/31 09:11:00","1022.6","2020/12/31 14:31:00","12.4","2020/12/31 13:55:00","8.1","2020/12/31 08:16:00","50","2020/12/31 04:04:00","22.5","1","2020/12/31 00:13:00","0.0","4.60"
