"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"ObsTime","StnPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp"
"01","1007.5","1009.4","2018/06/01 22:52:00","1005.7","2018/06/01 15:03:00","30.0","33.6","2018/06/01 10:34:00","26.4","2018/06/01 23:58:00","78","55","2018/06/01 11:21:00","1.9","37","10.1","310","2018/06/01 13:30:00","0.0"
"02","1007.7","1009.0","2018/06/02 00:13:00","1005.9","2018/06/02 16:41:00","28.9","33.5","2018/06/02 13:33:00","25.3","2018/06/02 04:19:00","74","52","2018/06/02 14:21:00","1.8","21","7.7","315","2018/06/02 14:40:00","0.0"
"03","1006.2","1008.2","2018/06/03 00:01:00","1003.5","2018/06/03 16:46:00","29.9","34.0","2018/06/03 11:21:00","26.2","2018/06/03 03:51:00","70","44","2018/06/03 14:11:00","1.8","16","9.0","316","2018/06/03 15:01:00","0.0"
"04","1006.4","1008.2","2018/06/04 22:01:00","1004.6","2018/06/04 15:15:00","30.5","34.5","2018/06/04 11:56:00","27.8","2018/06/04 05:21:00","71","50","2018/06/04 12:01:00","1.6","12","6.9","114","2018/06/04 18:26:00","0.0"
"05","1006.8","1008.3","2018/06/05 21:38:00","1005.1","2018/06/05 16:13:00","31.2","34.5","2018/06/05 12:01:00","28.8","2018/06/05 04:48:00","68","44","2018/06/05 11:46:00","1.7","135","7.9","245","2018/06/05 13:35:00","0.0"
"06","1006.1","1007.5","2018/06/06 00:01:00","1004.2","2018/06/06 15:42:00","31.0","34.5","2018/06/06 09:33:00","25.5","2018/06/06 19:20:00","78","46","2018/06/06 10:59:00","1.4","61","6.7","240","2018/06/06 11:18:00","24.0"
"07","1004.6","1006.1","2018/06/07 00:01:00","1002.3","2018/06/07 15:21:00","30.4","33.7","2018/06/07 13:51:00","28.2","2018/06/07 04:54:00","79","61","2018/06/07 14:02:00","1.6","12","8.3","314","2018/06/07 15:45:00","0.0"
"08","1001.0","1004.0","2018/06/08 00:01:00","998.7","2018/06/08 15:37:00","30.3","33.8","2018/06/08 14:51:00","27.9","2018/06/08 03:12:00","75","57","2018/06/08 15:37:00","1.5","2","7.9","246","2018/06/08 13:38:00","0.0"
"09","998.3","999.5","2018/06/09 00:01:00","995.9","2018/06/09 15:03:00","30.8","34.3","2018/06/09 13:43:00","28.4","2018/06/09 05:36:00","81","58","2018/06/09 13:46:00","1.5","256","6.9","320","2018/06/09 16:03:00","0.0"
"10","997.7","998.9","2018/06/10 00:01:00","995.9","2018/06/10 15:41:00","31.1","33.5","2018/06/10 10:31:00","27.6","2018/06/10 23:43:00","73","56","2018/06/10 10:31:00","1.7","236","8.5","235","2018/06/10 14:06:00","9.5"
"11","998.6","1001.7","2018/06/11 22:47:00","996.3","2018/06/11 02:38:00","29.4","32.5","2018/06/11 15:03:00","27.6","2018/06/11 00:51:00","89","67","2018/06/11 16:23:00","1.8","13","8.6","348","2018/06/11 10:06:00","2.0"
"12","1000.7","1002.5","2018/06/12 09:11:00","999.4","2018/06/12 15:53:00","29.9","32.7","2018/06/12 12:21:00","27.4","2018/06/12 05:31:00","70","53","2018/06/12 12:22:00","1.5","243","8.4","229","2018/06/12 13:45:00","0.0"
