"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"ObsTime","StnPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp"
"01","990.7","992.0","2019/06/01 10:03:00","988.6","2019/06/01 14:31:00","26.2","31.1","2019/06/01 12:51:00","23.5","2019/06/01 06:11:00","87","67","2019/06/01 13:53:00","1.1","64","6.7","218","2019/06/01 12:54:00","23.5"
"02","990.5","992.6","2019/06/02 22:33:00","988.3","2019/06/02 15:55:00","27.8","33.4","2019/06/02 14:02:00","23.8","2019/06/02 03:41:00","79","55","2019/06/02 17:02:00","1.1","265","10.0","243","2019/06/02 16:21:00","4.5"
"03","991.2","992.6","2019/06/03 21:51:00","990.2","2019/06/03 01:31:00","27.2","31.6","2019/06/03 15:41:00","23.2","2019/06/03 05:16:00","76","49","2019/06/03 16:35:00","0.8","230","6.5","255","2019/06/03 13:42:00","0.0"
"04","992.4","994.3","2019/06/04 13:13:00","990.4","2019/06/04 02:41:00","25.2","31.0","2019/06/04 11:12:00","22.9","2019/06/04 15:06:00","84","58","2019/06/04 09:31:00","0.9","38","8.4","259","2019/06/04 11:57:00","31.0"
"05","993.5","995.4","2019/06/05 22:02:00","992.0","2019/06/05 04:53:00","25.7","32.9","2019/06/05 11:31:00","22.1","2019/06/05 04:53:00","84","54","2019/06/05 11:21:00","1.1","320","12.7","148","2019/06/05 15:10:00","62.5"
"06","994.0","995.5","2019/06/06 09:55:00","992.4","2019/06/06 02:31:00","26.7","34.4","2019/06/06 12:41:00","23.0","2019/06/06 05:31:00","83","56","2019/06/06 11:12:00","1.0","19","9.0","164","2019/06/06 15:16:00","7.0"
"07","993.6","995.1","2019/06/07 07:48:00","991.7","2019/06/07 15:26:00","27.4","35.1","2019/06/07 12:41:00","23.3","2019/06/07 05:21:00","79","46","2019/06/07 12:53:00","1.0","290","7.5","242","2019/06/07 15:29:00","1.5"
"08","991.7","993.5","2019/06/08 07:43:00","989.7","2019/06/08 23:33:00","27.4","33.1","2019/06/08 12:44:00","23.1","2019/06/08 04:02:00","78","57","2019/06/08 12:44:00","0.9","31","6.7","239","2019/06/08 15:41:00","0.0"
"09","989.5","991.6","2019/06/09 07:31:00","987.7","2019/06/09 17:31:00","28.0","34.4","2019/06/09 13:52:00","23.3","2019/06/09 04:06:00","72","45","2019/06/09 13:52:00","1.0","237","9.4","258","2019/06/09 14:24:00","0.0"
