"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"ObsTime","StnPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp"
"01","990.6","992.4","2019/09/01 23:34:00","989.2","2019/09/01 03:21:00","26.9","33.7","2019/09/01 12:12:00","24.1","2019/09/01 23:41:00","X","55","2019/09/01 18:31:00","1.1","70","9.1","22","2019/09/01 16:37:00","3.5"
"02","991.1","992.7","2019/09/02 09:34:00","988.5","2019/09/02 16:15:00","27.6","34.3","2019/09/02 13:22:00","23.5","2019/09/02 05:15:00","X","45","2019/09/02 18:17:00","1.0","306","9.0","135","2019/09/02 16:46:00","28.0"
"03","988.5","991.0","2019/09/03 00:01:00","986.3","2019/09/03 14:31:00","27.4","32.6","2019/09/03 13:13:00","24.7","2019/09/03 04:51:00","X","52","2019/09/03 06:31:00","0.7","57","6.0","336","2019/09/03 10:58:00","0.0"
"04","987.7","989.5","2019/09/04 09:18:00","986.7","2019/09/04 15:21:00","25.3","29.6","2019/09/04 10:51:00","23.6","2019/09/04 21:53:00","X","57","2019/09/04 03:54:00","1.0","42","6.8","127","2019/09/04 12:15:00","15.0"
"05","985.3","985.3","2019/09/05 20:41:00","983.4","2019/09/05 17:11:00","25.6","31.2","2019/09/05 13:48:00","/","--","91","67","2019/09/05 13:47:00","0.9","156","7.4","51","2019/09/05 14:52:00","29.0"
"06","984.2","986.3","2019/09/06 22:07:00","982.3","2019/09/06 14:45:00","27.0","32.0","2019/09/06 11:12:00","24.2","2019/09/06 03:52:00","84","60","2019/09/06 11:03:00","0.7","50","7.1","161","2019/09/06 14:07:00","1.0"
"07","986.5","988.6","2019/09/07 21:31:00","984.7","2019/09/07 03:05:00","27.8","33.2","2019/09/07 14:16:00","24.5","2019/09/07 04:36:00","80","53","2019/09/07 14:12:00","1.1","25","5.3","342","2019/09/07 16:47:00","0.5"
"08","987.9","989.4","2019/09/08 21:11:00","985.7","2019/09/08 15:11:00","27.9","33.4","2019/09/08 14:56:00","23.5","2019/09/08 05:51:00","77","53","2019/09/08 14:11:00","0.9","23","5.6","7","2019/09/08 14:30:00","16.0"
"09","989.0","990.8","2019/09/09 22:04:00","987.3","2019/09/09 14:17:00","28.3","32.9","2019/09/09 13:02:00","24.3","2019/09/09 05:33:00","73","50","2019/09/09 11:31:00","0.9","36","8.3","337","2019/09/09 15:21:00","0.0"
"10","991.8","994.3","2019/09/10 23:11:00","989.9","2019/09/10 14:41:00","27.6","32.1","2019/09/10 12:31:00","24.9","2019/09/10 23:32:00","79","56","2019/09/10 11:56:00","0.9","17","7.0","193","2019/09/10 16:56:00","0.0"
"11","993.3","995.2","2019/09/11 08:54:00","991.3","2019/09/11 15:31:00","28.5","34.1","2019/09/11 13:18:00","23.9","2019/09/11 05:01:00","75","49","2019/09/11 15:01:00","0.9","6","6.6","339","2019/09/11 15:18:00","0.0"
"12","991.0","992.9","2019/09/12 00:01:00","988.9","2019/09/12 14:56:00","28.5","32.4","2019/09/12 12:11:00","25.0","2019/09/12 06:02:00","76","57","2019/09/12 12:11:00","0.9","16","6.3","243","2019/09/12 13:18:00","0.0"
"13","989.6","991.4","2019/09/13 09:12:00","987.7","2019/09/13 14:42:00","28.4","33.1","2019/09/13 14:42:00","24.5","2019/09/13 06:01:00","76","56","2019/09/13 11:22:00","0.8","273","5.5","339","2019/09/13 16:11:00","0.0"
"14","989.3","990.8","2019/09/14 22:15:00","987.5","2019/09/14 15:15:00","28.2","33.3","2019/09/14 14:29:00","25.4","2019/09/14 06:04:00","79","56","2019/09/14 13:54:00","1.0","313","5.8","283","2019/09/14 16:28:00","9.5"
"15","989.2","991.1","2019/09/15 08:41:00","987.2","2019/09/15 14:44:00","27.6","31.6","2019/09/15 11:16:00","24.8","2019/09/15 23:27:00","78","60","2019/09/15 16:21:00","0.9","52","6.2","346","2019/09/15 15:29:00","0.0"
"16","988.6","989.9","2019/09/16 10:23:00","987.5","2019/09/16 15:21:00","27.3","31.6","2019/09/16 12:08:00","24.4","2019/09/16 03:11:00","77","57","2019/09/16 12:31:00","1.3","28","5.3","12","2019/09/16 10:15:00","0.0"
"17","989.6","991.1","2019/09/17 20:51:00","988.0","2019/09/17 00:01:00","27.3","31.7","2019/09/17 14:18:00","23.8","2019/09/17 04:31:00","75","60","2019/09/17 14:05:00","1.1","16","5.6","306","2019/09/17 12:34:00","0.0"
"18","990.2","991.7","2019/09/18 08:11:00","988.2","2019/09/18 14:51:00","27.1","31.3","2019/09/18 11:41:00","23.9","2019/09/18 04:21:00","71","58","2019/09/18 16:25:00","1.2","315","6.3","23","2019/09/18 17:38:00","0.0"
"19","989.9","991.8","2019/09/19 09:01:00","987.6","2019/09/19 14:42:00","26.6","32.6","2019/09/19 14:41:00","23.2","2019/09/19 05:33:00","67","46","2019/09/19 14:22:00","1.4","325","9.2","36","2019/09/19 15:08:00","0.0"
"20","986.8","989.2","2019/09/20 00:02:00","984.7","2019/09/20 16:04:00","24.7","28.1","2019/09/20 13:36:00","22.8","2019/09/20 21:08:00","72","62","2019/09/20 13:32:00","1.5","50","9.9","47","2019/09/20 17:55:00","0.0"
"21","986.8","991.3","2019/09/21 23:01:00","983.9","2019/09/21 03:23:00","23.9","26.7","2019/09/21 13:23:00","22.4","2019/09/21 23:46:00","71","61","2019/09/21 14:06:00","1.3","1","9.5","34","2019/09/21 14:21:00","0.0"
"22","993.3","996.8","2019/09/22 20:51:00","989.5","2019/09/22 00:22:00","25.7","30.6","2019/09/22 14:01:00","22.7","2019/09/22 01:41:00","69","47","2019/09/22 13:53:00","1.2","30","6.3","38","2019/09/22 10:00:00","0.0"
"23","997.5","999.3","2019/09/23 20:21:00","995.2","2019/09/23 03:13:00","25.8","31.1","2019/09/23 15:31:00","22.1","2019/09/23 05:31:00","69","46","2019/09/23 15:13:00","0.9","59","5.5","251","2019/09/23 16:21:00","0.0"
