date,Xinyi_StnPres,Xinyi_StnPresMax,Xinyi_StnPresMin,Xinyi_RH,Xinyi_RHMin,Xinyi_WS,Xinyi_WD,Xinyi_WSGust,Xinyi_WDGust,Xinyi_Precp
2021/04/13,1007.2,1008.9,1006.1,79,43,0.8,80,7.7,44,0.0
2021/04/14,1008.2,1009.6,1006.9,89,81,1.5,75,9.9,149,0.0
2021/04/15,1006.5,1008.0,1004.2,89,77,1.3,77,7.1,89,0.0
2021/04/16,1006.7,1008.5,1004.6,86,72,1.1,80,7.7,95,0.0
2021/04/17,1009.9,1012.3,1007.0,73,47,1.1,82,8.8,123,0.0
2021/04/18,1010.3,1012.3,1008.3,58,45,2.2,83,11.0,75,0.0
2021/04/19,1007.0,1009.2,1005.7,65,50,1.9,79,9.9,86,0.0
2021/04/20,1005.9,1007.2,1004.5,58,41,2.1,76,11.0,30,0.0
2021/04/21,1004.3,1006.2,1002.5,71,41,1.8,81,12.6,86,0.0
2021/04/22,1000.1,1002.5,997.6,79,61,1.2,78,8.8,122,0.0
2021/04/23,1000.7,1003.3,998.4,82,63,0.5,89,7.1,39,2.0
2021/04/24,1003.6,1005.5,1001.7,78,62,0.8,74,8.2,22,0.0
2021/04/25,1005.8,1008.4,1002.9,77,63,1.1,83,9.3,96,0.0
2021/04/26,1006.7,1008.5,1004.7,64,48,1.4,67,13.7,71,0.0
2021/04/27,1007.5,1009.7,1006.3,69,47,0.5,76,6.0,115,3.0
2021/04/28,1007.5,1009.6,1005.8,92,87,0.2,81,3.8,98,19.0
2021/04/29,1005.6,1007.9,1003.9,88,65,0.5,63,7.1,96,36.5
2021/04/30,1004.0,1005.8,1002.3,64,26,0.3,71,6.6,319,0.0
2021/05/01,1004.3,1006.1,1002.4,67,32,0.4,76,7.1,100,0.0
2021/05/02,1007.1,1008.6,1005.3,73,35,0.8,79,7.7,108,0.0
2021/05/03,1006.4,1008.1,1005.0,73,60,1.2,81,8.8,31,0.0
2021/05/04,1004.0,1005.7,1001.9,68,39,0.4,61,7.7,127,0.0
2021/05/05,1007.6,1010.1,1003.6,83,72,1.2,85,9.9,53,7.5
2021/05/06,1007.6,1009.0,1005.8,86,70,0.9,76,7.1,70,0.0
2021/05/07,1004.8,1006.8,1002.6,73,54,0.5,262,8.2,258,0.0
2021/05/08,1002.6,1003.9,1001.3,80,60,0.7,285,10.4,332,0.0
2021/05/09,1002.1,1004.1,1000.4,76,51,0.3,36,4.9,263,0.0
2021/05/10,1001.4,1003.0,999.7,75,55,0.6,305,7.1,310,0.0
2021/05/11,1000.6,1002.4,999.1,73,38,0.4,61,6.0,109,0.0
2021/05/12,1001.1,1003.3,999.5,69,32,0.5,101,7.1,104,0.0
2021/05/13,1001.9,1003.3,1000.1,71,53,0.4,52,6.0,280,0.0
2021/05/14,1002.5,1004.4,1001.3,76,57,0.3,57,6.0,318,0.0
2021/05/15,1001.9,1004.1,1000.1,76,47,0.2,38,6.6,305,0.0
2021/05/16,1001.4,1003.0,999.7,73,41,0.3,86,6.6,309,0.0
2021/05/17,1002.5,1003.9,1000.8,70,47,0.4,72,7.1,82,0.0
2021/05/18,1002.7,1004.1,1001.2,79,60,0.3,67,7.7,93,0.5
2021/05/19,1001.4,1003.0,999.8,83,53,0.4,61,4.9,345,28.0
2021/05/20,1001.2,1002.4,1000.0,74,46,0.3,20,6.6,98,0.0
2021/05/21,1000.9,1002.0,999.3,72,43,0.6,77,8.8,286,1.5
2021/05/22,1000.4,1002.2,998.7,77,50,0.7,290,8.8,257,0.0
2021/05/23,1001.2,1002.5,999.7,75,43,0.3,60,8.8,283,0.0
2021/05/24,1002.9,1005.9,1000.8,83,52,0.9,83,9.3,354,39.5
2021/05/25,1003.7,1006.1,1002.2,84,65,1.0,83,6.6,117,0.0
2021/05/26,1001.4,1003.6,999.3,72,54,0.4,60,6.6,322,0.0
2021/05/27,1000.6,1002.9,999.1,65,33,1.0,256,11.5,245,0.0
2021/05/28,1000.3,1002.4,997.3,68,32,1.0,76,11.5,292,0.0
2021/05/29,999.3,1000.9,996.9,85,75,0.8,256,8.2,65,3.5
2021/05/30,997.3,999.1,995.4,91,71,0.3,9,7.7,288,46.5
2021/05/31,999.0,1000.3,996.5,95,84,0.6,77,7.7,67,46.5
2021/06/01,1000.3,1001.7,998.9,85,53,0.2,20,5.5,125,22.0
2021/06/02,1000.7,1002.4,999.2,82,52,0.4,77,8.2,306,4.0
2021/06/03,998.9,1001.4,996.5,73,42,0.3,81,7.7,293,0.0
2021/06/04,997.1,998.3,995.9,87,58,0.4,49,9.3,330,205.5
2021/06/05,996.6,999.1,995.1,95,90,0.9,81,8.2,115,21.5
2021/06/06,999.2,1002.5,996.7,95,89,1.0,80,6.6,84,6.5
2021/06/07,1002.6,1004.1,1000.8,87,68,0.6,68,6.6,73,2.0
2021/06/08,1003.1,1004.6,1000.8,77,52,0.4,82,6.0,253,0.0
2021/06/09,1001.8,1003.5,999.8,75,53,0.4,65,6.6,99,0.0
2021/06/10,1000.1,1001.7,998.4,69,40,0.3,64,6.6,292,3.0
2021/06/11,1000.8,1003.3,999.2,71,53,0.3,2,6.0,80,0.0
2021/06/12,1003.0,1005.1,1001.7,74,42,0.5,241,7.7,198,4.0
2021/06/13,1002.4,1004.8,1000.0,75,52,0.4,255,7.1,308,0.5
2021/06/14,998.4,1001.2,996.1,65,45,0.9,260,8.2,277,0.0
2021/06/15,996.0,997.3,994.6,63,50,1.2,256,10.4,269,0.0
2021/06/16,997.0,998.7,995.1,57,41,1.8,252,13.7,242,0.0
2021/06/17,998.3,999.8,997.0,55,42,1.5,249,11.5,260,0.0
2021/06/18,996.9,998.7,994.5,55,37,1.6,252,11.0,258,0.0
2021/06/19,994.9,996.8,992.5,54,39,1.3,252,12.6,262,0.0
2021/06/20,993.9,995.2,991.0,58,42,1.0,246,11.0,272,0.0
2021/06/21,994.5,996.7,992.5,61,44,1.2,241,13.2,212,0.0
2021/06/22,997.1,999.8,993.9,86,68,0.8,88,8.8,276,68.0
2021/06/23,1000.0,1002.0,996.9,90,76,0.5,67,7.1,107,10.0
2021/06/24,999.9,1001.1,997.9,85,63,0.2,85,6.0,143,11.0
2021/06/25,999.6,1001.1,997.4,84,68,0.3,267,6.6,272,21.0
2021/06/26,999.4,1000.8,997.2,73,48,0.7,259,12.1,273,0.0
2021/06/27,997.8,999.8,995.2,65,45,0.7,172,8.8,261,0.0
2021/06/28,996.2,997.2,994.5,61,40,1.0,248,12.6,231,0.0
2021/06/29,996.8,997.9,994.7,57,38,1.3,257,11.5,257,0.0
2021/06/30,998.0,999.0,996.1,64,48,1.0,259,10.4,238,0.0
2021/07/01,998.6,1000.6,996.3,60,35,1.0,253,9.9,307,0.0
2021/07/02,999.8,1001.1,998.5,67,40,0.7,78,6.6,265,0.0
2021/07/03,999.9,1001.5,998.0,66,42,0.3,48,8.2,277,0.0
2021/07/04,1001.2,1003.3,999.1,70,52,0.6,34,7.7,251,0.0
2021/07/05,1000.4,1001.9,998.7,61,44,1.2,74,13.2,114,0.0
2021/07/06,998.9,1003.9,995.0,70,44,1.3,93,14.3,114,5.5
2021/07/07,1004.1,1005.8,1002.4,76,51,0.2,1,5.5,340,0.5
2021/07/08,1004.1,1005.9,1002.2,70,52,0.4,245,6.0,300,0.0
2021/07/09,1002.8,1003.9,1001.3,66,37,0.4,17,9.3,309,0.0
2021/07/10,1003.6,1005.5,1002.4,68,52,0.3,11,6.0,111,0.0
2021/07/11,1004.6,1005.9,1003.5,67,44,0.3,58,8.2,296,0.0
2021/07/12,1003.6,1005.2,1001.8,70,52,0.2,5,5.5,349,0.0
2021/07/13,1002.1,1003.9,1000.6,71,48,0.4,65,8.8,266,0.0
2021/07/14,1001.8,1003.5,1000.1,66,44,0.8,77,9.3,113,0.0
2021/07/15,1001.4,1002.8,999.5,60,41,1.5,95,11.0,99,0.0
2021/07/16,1001.1,1002.4,999.3,60,39,1.5,73,8.2,39,0.0
2021/07/17,998.3,1000.2,996.2,65,45,1.4,71,8.8,70,0.0
2021/07/18,997.0,998.4,995.4,65,49,1.2,78,7.7,19,0.0
2021/07/19,997.0,998.4,995.7,68,47,1.6,79,9.3,95,0.0
2021/07/20,997.4,998.7,996.1,75,54,0.9,73,7.1,13,4.0
2021/07/21,995.1,997.3,992.4,81,56,0.3,16,9.3,24,33.5
2021/07/22,989.5,992.5,987.5,87,69,0.3,6,8.2,345,37.0
2021/07/23,986.3,988.1,984.8,82,67,0.8,349,11.0,341,22.5
2021/07/24,985.7,988.1,983.0,83,54,1.9,256,14.3,265,89.0
2021/07/25,987.3,988.7,985.2,58,33,1.7,253,13.2,271,2.5
2021/07/26,988.7,990.1,987.3,65,38,0.7,77,7.7,93,0.0
2021/07/27,988.6,989.8,986.9,67,33,0.5,69,6.0,279,5.0
2021/07/28,990.4,992.8,988.7,70,32,0.2,70,7.7,246,0.0
2021/07/29,993.5,995.7,991.4,75,47,0.3,48,8.2,145,0.5
2021/07/30,994.5,995.8,993.2,76,46,0.4,87,6.0,265,0.5
2021/07/31,993.6,995.1,991.7,83,50,0.2,24,14.3,283,28.0
2021/08/01,990.8,992.5,989.1,84,68,0.2,89,4.9,87,0.5
2021/08/02,990.8,992.3,989.9,82,57,0.3,172,7.7,293,26.0
2021/08/03,991.5,993.5,990.1,88,73,0.5,65,6.6,312,33.5
2021/08/04,992.8,994.0,991.5,83,68,0.3,59,5.5,7,1.0
2021/08/05,991.8,993.2,990.9,80,56,0.4,70,7.7,327,0.5
2021/08/06,990.6,992.9,988.0,90,79,0.5,79,5.5,65,12.0
2021/08/07,991.0,996.2,987.3,97,90,0.7,251,8.8,202,121.0
2021/08/08,997.3,1000.2,995.0,78,57,0.6,261,9.3,327,1.5
2021/08/09,999.6,1000.9,997.9,82,56,0.2,74,6.0,264,8.5
2021/08/10,1000.5,1001.8,999.3,76,55,0.3,61,6.6,294,0.0
2021/08/11,1002.1,1003.6,1000.7,78,50,0.2,257,6.6,295,14.5
2021/08/12,1001.8,1003.6,999.7,78,48,0.4,49,7.7,201,3.5
2021/08/13,999.5,1000.8,998.1,82,50,0.3,59,6.6,97,57.5
2021/08/14,1000.1,1002.9,998.4,82,58,0.2,64,7.1,99,58.5
2021/08/15,1003.7,1005.9,1001.5,78,62,0.3,52,7.1,317,0.0
2021/08/16,1005.2,1006.8,1003.5,74,51,0.2,16,6.0,350,0.0
2021/08/17,1003.1,1005.2,1000.3,70,51,0.4,197,7.7,314,0.0
2021/08/18,1001.7,1002.9,1000.6,78,62,0.4,31,8.2,325,0.0
2021/08/19,1002.0,1003.4,1000.2,81,50,0.2,80,7.7,98,44.5
2021/08/20,1002.6,1004.0,1000.9,75,51,0.2,84,6.6,319,0.0
2021/08/21,1001.6,1003.0,999.6,74,51,0.3,26,4.9,309,0.0
2021/08/22,1000.3,1002.0,998.3,72,53,0.6,85,8.8,296,0.0
2021/08/23,1000.1,1001.2,999.1,72,52,0.5,80,7.1,325,0.0
2021/08/24,1001.1,1002.6,999.7,76,45,0.2,82,7.7,322,1.5
2021/08/25,1002.7,1005.1,1001.2,77,52,0.3,7,7.1,273,1.5
2021/08/26,1004.6,1005.8,1003.0,69,47,0.8,87,9.9,89,0.0
2021/08/27,1004.5,1005.5,1002.9,63,41,0.4,33,6.0,35,0.0
2021/08/28,1003.8,1005.0,1001.4,65,49,1.0,68,13.2,106,0.0
2021/08/29,1003.8,1005.6,1002.2,64,47,1.4,68,9.9,112,0.0
2021/08/30,1004.2,1005.5,1003.1,66,49,1.4,73,8.8,156,0.0
2021/08/31,1003.6,1004.5,1002.4,67,53,1.3,78,11.0,117,0.0
2021/09/01,1002.7,1004.1,1000.8,64,46,0.8,79,7.1,115,0.0
2021/09/02,1001.5,1003.4,998.9,70,52,0.4,11,5.5,346,0.0
2021/09/03,1000.4,1001.7,998.0,72,49,0.6,217,7.1,301,1.0
2021/09/04,1001.8,1003.5,999.8,78,47,0.4,62,7.7,328,16.5
2021/09/05,1002.1,1004.0,1000.2,70,53,1.0,78,7.7,32,0.0
2021/09/06,1003.5,1005.1,1001.3,72,48,0.4,25,6.0,66,2.5
2021/09/07,1002.9,1004.7,1000.0,67,44,0.8,88,8.2,77,0.0
2021/09/08,1001.8,1002.8,999.3,64,40,0.9,70,9.3,128,0.0
2021/09/09,1001.9,1003.1,1000.7,60,35,1.4,75,8.8,71,0.0
2021/09/10,1000.4,1000.1,998.7,66,52,1.5,73,8.2,99,0.0
2021/09/11,994.3,999.6,991.2,74,53,2.2,77,16.0,32,2.0
2021/09/12,988.9,994.0,983.8,88,70,1.7,74,12.6,221,69.5
2021/09/13,997.8,1001.9,993.0,63,49,1.1,241,9.9,279,0.0
2021/09/14,1003.0,1004.6,1001.4,69,52,0.7,237,10.4,248,0.0
2021/09/15,1003.2,1004.6,1001.3,76,57,0.7,65,8.8,275,16.5
2021/09/16,1001.9,1003.3,1000.1,74,58,0.3,75,8.8,280,3.5
2021/09/17,1003.0,1004.6,1001.5,77,54,0.5,66,6.0,67,18.5
2021/09/18,1004.4,1005.7,1003.0,77,55,0.7,76,7.7,90,0.0
2021/09/19,1003.9,1005.3,1002.2,67,40,0.3,77,4.9,87,0.0
2021/09/20,1003.0,1005.0,1000.4,68,40,0.4,268,6.6,292,0.0
2021/09/21,1002.2,1003.9,1000.2,71,48,0.6,110,8.8,141,0.0
2021/09/22,1004.4,1006.7,1002.8,69,43,0.3,79,5.5,101,0.0
2021/09/23,1006.6,1008.5,1005.1,69,51,1.0,91,8.2,83,0.0
2021/09/24,1007.3,1008.5,1006.1,77,58,1.5,84,9.3,90,0.0
2021/09/25,1006.3,1007.8,1005.3,72,54,1.4,78,8.8,114,0.0
2021/09/26,1004.9,1006.2,1003.1,77,61,1.4,79,8.8,129,0.0
2021/09/27,1003.1,1004.6,1001.5,78,56,1.2,82,8.8,89,0.0
2021/09/28,1001.7,1003.3,1000.2,75,47,1.0,84,8.8,98,0.0
2021/09/29,1000.1,1001.7,998.3,73,38,0.6,78,6.6,67,0.0
2021/09/30,1000.6,1002.5,999.0,74,43,0.7,86,6.6,123,0.0
2021/10/01,1002.3,1004.5,1000.7,81,60,0.6,75,8.2,254,10.5
2021/10/02,1004.7,1006.1,1003.1,75,63,1.3,79,8.8,113,0.0
2021/10/03,1006.0,1007.3,1004.5,60,37,1.7,79,9.9,66,0.0
2021/10/04,1006.2,1007.5,1004.7,65,43,1.9,73,12.1,62,0.0
2021/10/05,1005.3,1007.0,1003.1,66,50,2.1,81,11.5,142,0.5
2021/10/06,1002.5,1005.3,1000.1,71,60,2.2,84,11.5,125,0.0
2021/10/07,1001.0,1002.6,999.5,67,52,1.5,81,11.0,84,0.0
2021/10/08,1001.8,1003.9,1000.3,67,57,1.7,83,11.0,131,0.0
2021/10/09,1003.3,1004.8,1001.7,70,55,2.1,77,11.5,30,0.0
2021/10/10,1001.9,1003.7,1000.0,71,47,1.9,77,11.5,121,0.0
2021/10/11,997.8,1001.2,995.1,92,83,1.9,79,13.2,84,116.0
2021/10/12,996.7,1000.2,993.2,83,69,2.6,82,14.3,96,41.0
2021/10/13,1001.5,1004.0,999.1,84,72,1.6,78,14.8,48,12.0
2021/10/14,1003.5,1005.2,1001.3,76,68,1.8,86,11.0,120,0.5
2021/10/15,1003.8,1005.1,1002.2,68,50,2.0,75,12.1,59,0.0
2021/10/16,1007.3,1012.5,1004.1,75,54,1.4,74,8.8,78,12.0
2021/10/17,1013.6,1015.5,1012.2,76,62,1.1,77,9.3,100,1.5
2021/10/18,1011.4,1012.8,1009.6,75,60,0.9,74,7.1,62,0.5
2021/10/19,1011.0,1012.8,1009.2,74,58,0.9,87,7.1,98,0.0
2021/10/20,1008.8,1011.3,1006.6,84,73,0.9,92,6.6,77,0.0
2021/10/21,1008.0,1011.2,1005.3,87,79,0.7,72,6.0,217,5.0
2021/10/22,1012.5,1014.7,1009.6,91,82,1.0,82,8.8,79,20.0
2021/10/23,1013.3,1014.7,1011.8,88,68,1.5,81,8.8,65,10.0
2021/10/24,1011.2,1013.1,1009.2,94,88,0.7,79,5.5,65,25.0
2021/10/25,1010.0,1011.4,1008.8,89,77,0.8,80,7.1,74,4.0
2021/10/26,1009.2,1010.7,1007.8,75,67,1.4,85,7.7,90,0.0
2021/10/27,1010.6,1011.9,1009.0,72,61,1.6,77,9.3,56,0.0
2021/10/28,1011.8,1013.6,1010.3,62,48,1.0,83,9.3,69,0.0
2021/10/29,1011.9,1014.1,1010.6,70,57,0.5,79,7.1,52,0.0
2021/10/30,1012.2,1014.0,1010.5,78,73,0.3,57,4.1,78,1.0
2021/10/31,1012.1,1013.4,1010.0,78,71,1.0,77,8.8,124,0.0
2021/11/01,1012.4,1013.6,1010.8,76,68,1.4,80,8.2,99,0.0
2021/11/02,1011.5,1013.9,1009.7,77,67,1.3,85,8.8,94,0.0
2021/11/03,1009.9,1011.3,1008.5,80,72,1.6,77,8.8,61,0.5
2021/11/04,1008.3,1010.1,1007.0,82,76,1.1,81,6.6,78,0.5
2021/11/05,1004.8,1007.3,1002.8,76,48,0.3,77,6.0,288,0.0
2021/11/06,1003.4,1005.6,1001.7,78,60,0.8,79,8.8,311,0.0
2021/11/07,1005.1,1007.0,1003.4,76,61,0.8,75,6.6,95,0.0
2021/11/08,1010.0,1014.1,1004.5,79,62,1.0,85,9.3,191,20.0
2021/11/09,1012.5,1015.1,1010.2,60,52,0.7,81,8.2,97,0.0
2021/11/10,1011.4,1013.3,1009.6,62,45,0.3,80,5.5,98,0.0
2021/11/11,1010.8,1012.9,1008.5,57,38,0.9,86,8.8,104,0.0
2021/11/12,1012.5,1015.7,1010.8,72,60,1.4,80,9.3,120,6.5
2021/11/13,1011.5,1013.1,1009.2,90,82,1.1,81,8.2,85,16.0
2021/11/14,1011.6,1013.5,1009.9,75,67,0.9,71,7.1,86,0.0
2021/11/15,1010.2,1012.5,1008.6,67,55,1.4,77,8.8,64,0.0
2021/11/16,1009.6,1011.9,1007.2,68,48,1.0,72,6.6,78,0.0
2021/11/17,1008.6,1010.8,1006.4,78,69,1.2,79,8.2,78,0.0
2021/11/18,1006.1,1009.1,1004.0,89,80,0.3,138,5.5,252,8.5
2021/11/19,1004.8,1006.4,1003.4,85,72,0.6,78,7.1,88,1.0
2021/11/20,1006.1,1007.9,1003.7,86,78,1.0,78,11.0,105,11.5
2021/11/21,1005.8,1006.9,1004.2,71,45,0.4,84,6.0,134,0.0
2021/11/22,1010.4,1014.9,1005.1,85,79,0.8,76,7.7,81,0.5
2021/11/23,1014.3,1015.7,1013.0,89,75,1.0,78,7.1,99,4.0
2021/11/24,1013.0,1015.1,1011.3,73,61,1.5,81,7.7,80,0.0
2021/11/25,1010.8,1012.4,1009.2,88,80,1.1,83,7.1,118,2.0
2021/11/26,1012.7,1016.6,1009.9,90,71,1.0,84,7.1,78,12.0
2021/11/27,1015.0,1016.7,1013.6,88,69,1.5,81,11.0,91,13.0
2021/11/28,1012.2,1014.7,1010.1,79,66,1.5,79,8.8,68,0.0
2021/11/29,1008.5,1010.7,1006.6,73,59,1.8,83,10.4,125,0.0
2021/11/30,1009.8,1015.0,1006.6,75,59,0.5,80,7.7,28,0.5
2021/12/01,1015.8,1017.5,1013.8,53,43,0.5,62,7.1,353,0.0
2021/12/02,1013.6,1015.0,1011.2,63,50,0.5,71,7.1,95,0.0
2021/12/03,1015.0,1017.3,1012.8,54,33,0.4,9,6.6,127,0.0
2021/12/04,1015.8,1017.4,1014.0,54,35,1.2,69,9.9,62,0.0
2021/12/05,1013.3,1015.5,1011.3,82,66,0.6,76,6.0,114,1.5
2021/12/06,1012.2,1014.0,1010.7,90,71,0.7,78,8.2,40,29.0
2021/12/07,1015.3,1017.1,1013.1,70,59,1.3,78,9.3,99,5.5
2021/12/08,1015.8,1017.8,1014.0,60,40,1.5,73,9.3,143,0.0
2021/12/09,1014.0,1015.2,1012.9,73,64,0.8,78,6.6,97,0.0
2021/12/10,1013.2,1015.3,1011.4,74,62,1.3,81,9.9,58,0.5
2021/12/11,1013.0,1015.2,1011.1,79,59,0.9,85,6.6,123,0.0
2021/12/12,1014.3,1016.6,1012.0,88,78,0.6,80,6.6,89,7.0
2021/12/13,1015.0,1017.2,1013.0,90,84,1.3,79,8.2,79,2.5
2021/12/14,1011.1,1013.6,1008.6,78,64,1.4,78,9.3,41,0.0
2021/12/15,1008.8,1010.9,1006.2,70,51,0.9,94,12.1,140,0.0
2021/12/16,1008.9,1010.7,1006.7,76,49,0.5,88,5.5,104,0.0
2021/12/17,1014.6,1019.7,1010.2,76,61,0.7,27,7.7,14,0.0
2021/12/18,1017.9,1019.5,1016.3,66,53,0.9,85,8.8,110,0.0
2021/12/19,1016.1,1018.5,1013.8,57,43,1.5,77,8.8,39,0.0
2021/12/20,1011.7,1013.9,1010.0,69,54,0.9,82,7.1,78,0.0
2021/12/21,1007.4,1010.0,1004.1,91,81,0.1,110,2.7,264,13.0
2021/12/22,1010.5,1014.1,1011.9,93,82,0.6,85,5.5,57,6.5
2021/12/23,1011.5,1013.6,1009.3,90,81,0.5,67,6.0,83,0.0
2021/12/24,1012.2,1015.9,1009.3,89,62,0.7,80,8.2,119,1.0
2021/12/25,1019.9,1023.9,1015.7,84,65,0.9,85,7.7,88,6.0
2021/12/26,1024.3,1026.2,1022.8,90,84,1.2,90,7.1,79,8.0
2021/12/27,1023.8,1026.1,1022.0,92,88,1.6,85,7.7,75,6.0
2021/12/28,1019.5,1022.9,1017.1,87,73,1.2,84,8.8,65,0.0
2021/12/29,1018.7,1020.9,1017.3,83,65,0.4,99,7.7,318,0.0
2021/12/30,1021.8,1023.5,1019.8,68,60,1.0,80,7.7,105,0.0
2021/12/31,1021.8,1023.4,1019.8,71,59,1.7,82,9.3,89,0.0
2022/01/01,1020.0,1022.2,1018.0,86,69,0.8,81,6.0,82,0.0
2022/01/02,1018.9,1021.1,1017.4,82,69,0.7,73,7.1,89,0.0
2022/01/03,1017.3,1019.3,1015.6,77,61,1.2,78,6.6,127,0.0
2022/01/04,1016.2,1018.5,1014.2,92,81,1.5,72,9.3,72,2.5
2022/01/05,1013.2,1015.1,1010.8,89,74,0.4,261,6.0,256,0.5
2022/01/06,1017.5,1020.8,1013.8,87,72,1.1,80,7.7,124,7.5
2022/01/07,1018.9,1021.2,1017.1,81,69,1.2,79,7.1,76,6.5
2022/01/08,1016.5,1018.7,1014.7,75,66,1.4,80,7.7,57,0.0
2022/01/09,1013.4,1014.9,1010.9,78,64,1.2,78,7.1,108,0.0
2022/01/10,1012.4,1014.2,1009.7,87,65,1.3,80,7.1,89,0.5
2022/01/11,1016.8,1020.0,1011.9,75,56,0.8,76,7.1,128,3.0
2022/01/12,1016.8,1018.6,1015.1,79,59,0.9,74,8.8,107,0.0
2022/01/13,1017.8,1019.8,1015.8,73,57,0.3,73,5.5,354,0.0
2022/01/14,1017.1,1019.6,1013.6,61,46,1.1,81,7.7,68,0.0
2022/01/15,1016.5,1019.0,1014.6,77,47,0.7,75,6.6,96,0.0
2022/01/16,1016.4,1017.9,1014.5,83,63,0.9,83,7.7,88,0.0
2022/01/17,1015.6,1015.1,1012.0,94,89,1.1,77,6.0,116,7.0
2022/01/18,1012.7,1013.1,1010.8,93,88,1.8,78,8.2,90,4.5
2022/01/19,1011.1,1012.6,1009.4,92,80,1.6,78,9.3,70,0.5
2022/01/20,1011.6,1013.5,1009.8,86,78,2.2,81,11.0,73,0.0
2022/01/21,1011.0,1014.0,1008.8,93,79,1.5,80,8.8,54,36.0
2022/01/22,1006.5,1010.3,1003.2,93,80,1.1,83,8.2,87,54.0
2022/01/23,1003.3,1005.4,1001.5,90,74,0.4,28,7.1,291,0.0
2022/01/24,1007.0,1009.0,1004.6,89,77,0.6,73,6.6,136,2.0
2022/01/25,1008.8,1011.0,1006.9,87,70,1.6,79,8.2,105,0.0
2022/01/26,1008.5,1010.4,1006.5,83,60,0.8,85,6.6,63,0.0
2022/01/27,1008.9,1010.7,1006.9,81,63,0.7,43,6.0,63,0.0
2022/01/28,1008.9,1010.8,1006.6,93,86,1.4,75,8.8,103,1.0
2022/01/29,1006.0,1008.7,1003.8,92,84,1.2,76,8.8,69,7.0
2022/01/30,1009.9,1014.7,1004.7,83,71,0.6,66,4.9,89,1.0
2022/01/31,1012.8,1014.4,1011.5,65,52,1.8,80,11.0,38,0.0
2022/02/01,1011.0,1013.0,1009.6,85,65,0.7,74,7.7,83,13.0
2022/02/02,1011.2,1013.0,1009.4,93,82,0.7,77,7.1,120,4.5
2022/02/03,1009.5,1010.8,1007.0,95,91,0.4,84,6.0,69,23.0
2022/02/04,1012.9,1015.9,1009.7,92,82,0.6,85,6.0,85,4.0
2022/02/05,1016.3,1017.6,1014.9,86,74,1.3,83,8.2,93,0.5
2022/02/06,1015.8,1018.6,1013.2,87,73,2.0,83,9.9,72,0.0
2022/02/07,1009.0,1013.3,1003.0,82,59,1.3,245,12.6,307,4.0
2022/02/08,1012.3,1014.7,1010.7,81,68,0.8,77,7.1,81,0.0
2022/02/09,1010.7,1013.3,1009.0,92,88,1.0,81,8.8,37,12.5
2022/02/10,1010.4,1012.9,1008.7,91,80,0.9,82,8.2,45,0.0
2022/02/11,1008.4,1010.7,1006.6,81,62,0.5,74,6.6,98,0.0
2022/02/12,1008.0,1010.0,1006.6,90,82,0.7,191,6.6,48,1.0
2022/02/13,1006.2,1009.1,1003.5,87,81,1.2,79,7.1,123,13.5
2022/02/14,1010.1,1012.0,1007.9,84,61,0.5,82,6.0,123,30.5
2022/02/15,1009.7,1011.9,1007.4,73,58,1.2,83,8.2,73,2.0
2022/02/16,1008.9,1010.7,1007.4,85,72,1.0,75,8.2,60,0.0
2022/02/17,1007.9,1009.9,1005.4,91,86,1.2,83,10.4,80,3.0
2022/02/18,1008.0,1010.4,1005.4,94,90,0.4,80,6.0,118,10.5
2022/02/19,1009.8,1014.4,1006.1,91,85,0.6,71,8.8,123,15.0
2022/02/20,1016.4,1019.0,1013.8,88,82,1.2,91,7.1,116,30.0
2022/02/21,1015.2,1017.3,1012.9,93,88,2.0,79,8.8,91,30.0
2022/02/22,1014.4,1016.2,1012.4,94,93,1.5,89,8.2,64,30.0
2022/02/23,1016.5,1019.1,1012.9,91,88,0.9,75,7.1,107,32.0
2022/02/24,1018.4,1019.7,1016.9,87,77,1.4,77,9.3,91,1.0
2022/02/25,1015.4,1018.0,1013.0,83,72,0.9,76,8.2,58,0.0
2022/02/26,1012.8,1015.8,1010.4,80,55,0.2,0,4.9,298,0.0
2022/02/27,1012.4,1015.1,1010.5,68,42,1.2,79,9.3,66,0.0
2022/02/28,1010.0,1013.5,1007.5,58,27,0.2,0,7.7,295,0.0
2022/03/01,1008.7,1010.9,1006.6,69,42,0.5,71,8.2,323,0.0
2022/03/02,1010.2,1011.3,1010.2,84,87,1.5,89,8.2,94,0.0
2022/03/03,1008.4,1011.6,1005.7,78,61,1.1,82,8.2,99,0.0
2022/03/04,1005.7,1008.2,1003.7,73,51,0.5,275,8.8,272,0.0
2022/03/05,1006.6,1009.6,1004.1,76,62,1.6,85,9.3,91,0.0
2022/03/06,1008.4,1010.7,1006.4,76,48,1.9,79,8.8,74,1.0
2022/03/07,1008.6,1012.5,1004.8,90,72,0.6,83,6.0,274,30.5
2022/03/08,1010.0,1012.1,1007.6,59,37,0.9,77,9.3,88,0.0
2022/03/09,1008.9,1011.2,1007.3,54,32,1.1,74,9.9,63,0.0
2022/03/10,1007.5,1009.7,1006.0,56,38,0.4,83,8.2,108,0.0
2022/03/11,1006.2,1008.7,1004.8,61,28,0.6,60,7.1,319,0.0
2022/03/12,1004.9,1006.5,1003.3,60,43,1.0,89,7.7,90,0.0
2022/03/13,1004.8,1006.9,1002.5,60,33,0.3,32,7.7,299,0.0
